,source_id,ra,dec,g_abs,bp_rp,parallax,parallax_error,dist,date,pmra,pmdec,adv_ra,adv_dec,eph_pt,time_total,num,num_hit
1003,106177368288904960,33.20964474661469,26.057998054001093,10.252698893680185,2.4921522,10.375275,0.03923527,96.38299061407095,1975-Sep-26 07:34:36.000,139.0799,-170.68863000000002,33.22178367078834,26.043100312481595,1460,822626.0,1003.0,7.0
1010,106241174322991360,32.862774684547574,26.229276347183752,13.157402420581631,0.17757988,11.0888,0.14242713,90.18108011644856,1975-Sep-29 01:32:24.788,7.301152,5.1646985999999995,32.863370926160364,26.229698117354626,1462,789434.0,1010.0,7.0
1017,107044058329488384,32.08370088124005,26.54079900023777,12.56614402974251,3.2913342000000005,10.042864,0.10808964,99.5731910092258,1975-Oct-06 14:38:17.237,69.15908,-63.183537,32.0899368952528,26.535101795817265,1468,676205.0,1017.0,7.0
1033,298510917246485888,27.42765819221005,26.81141161675324,12.048781034270663,3.3756237000000002,10.223424000000001,0.10951954,97.8145877668146,1975-Nov-09 21:41:52.677,-124.64101399999998,-47.409374,27.416617913187228,26.807212254900662,1501,703011.0,1033.0,7.0
1040,292630729061074304,25.756017523238224,26.39029914053718,10.290685798253813,2.7206764,17.016367000000002,0.054621868,58.76695080870578,1975-Nov-25 00:52:09.454,149.43208,-38.455729999999996,25.763969817734505,26.38825265033836,1513,3287989.0,1040.0,13.0
1053,292607811115361664,25.329989547576385,26.26569383879727,9.638759675168414,2.4665812999999996,12.489094,0.028121276,80.06986075802833,1975-Nov-30 07:07:12.193,239.59423999999999,8.888049,25.34736199036049,26.26633829137679,1516,2571060.0,1053.0,8.0
1061,292418110999800960,26.07557638119018,26.03927698739789,10.002743699368578,2.7802762999999997,12.664323,0.103389405,78.96197938100856,1975-Dec-24 11:53:31.042,108.487175,-15.148304999999999,26.08333370416349,26.038193815180286,1522,1084661.0,1061.0,7.0
1077,130694278565546880,36.006629993486634,27.902431929484482,7.918367115438918,1.8067369999999998,11.479852000000001,0.022634206,87.10913905108345,1976-Feb-20 18:02:49.783,-2.0057285,-34.488341999999996,36.006471777155284,27.899711412208,1592,308979.0,1077.0,7.0
1084,130756602834720768,37.51778918654564,28.26296471645081,7.943496480047727,1.8161516,10.164622999999999,0.017324502,98.38042929600935,1976-Feb-26 07:42:37.859,-97.95886999999999,-35.553345,37.50906212725607,28.25979730396861,1603,294657.0,1084.0,7.0
1091,128026446743637888,39.4989597321313,28.724495850152483,7.33256943503704,1.4579325,10.212007,0.020274703999999998,97.92394797752908,1976-Mar-04 01:18:29.021,19.218735000000002,-12.681167,39.50066396585081,28.723371339507178,1617,280510.0,1091.0,7.0
1098,128033254267377792,39.62885776766272,28.82569596984877,9.42270576888496,2.4088717,10.028553,0.02317914,99.71528286276708,1976-Mar-04 12:32:44.362,66.93353,-95.90287,39.634901718453825,28.817036151599652,1618,279640.0,1098.0,7.0
1105,128833355135337984,42.2089773657014,29.305456053419718,11.376971793979113,2.93602,18.94172,0.038684838,52.79351874489725,1976-Mar-12 17:11:16.497,194.66269,-218.9016,42.218283702691274,29.294990914830922,1636,266413.0,1105.0,7.0
1112,128833183336646272,42.22714974379076,29.29985469671916,10.858801274330418,2.6813297,13.888435999999999,0.038640846,72.00234620682258,1976-Mar-12 17:11:16.497,104.22057,-10.398661,42.233945152043596,29.299176681408518,1636,266413.0,1112.0,7.0
1119,128826375813389568,42.77080816997864,29.422806043431653,13.696271762328932,0.49124336,11.971838,0.17887731,83.52936284421202,1976-Mar-14 11:37:27.409,66.297874,-47.552803000000004,42.775822976942464,29.4192091237746,1640,263984.0,1119.0,7.0
1126,129200553364168064,42.95680788206044,29.486211908541797,11.273611267004947,2.9325514,43.615116,0.053086042,22.927830737920452,1976-Mar-14 22:10:14.798,-70.22798,-153.3108,42.955349777728756,29.48302880195477,1641,263399.0,1126.0,7.0
1133,122990408610369280,46.99687717022636,30.340288081089586,4.273560509939888,0.8920764999999999,11.149307,0.022666477,89.69167119440633,1976-Mar-27 06:44:16.385,31.807705,-67.38372,46.99946061925142,30.33481511763073,1670,249544.0,1133.0,7.0
1140,122676502336700928,48.624996666312754,30.72274509361527,7.915938333193374,1.7234468,12.901793,0.0221205,77.50860959558739,1976-Mar-31 19:20:29.073,-130.97116,-145.83016999999998,48.615804009013345,30.712509506141938,1681,195522.0,1140.0,7.0
1147,122690246232123008,49.319934767459756,30.809847483060327,10.145673551377264,2.8414955,13.703382999999999,0.04941502,72.97467840403245,1976-Apr-02 20:08:33.178,-36.594444,-15.585660999999998,49.31751650857081,30.80881754084255,1686,244065.0,1147.0,7.0
1154,124022270209347456,51.23337951866617,31.244153484637337,12.563816759716845,3.385254,14.375642000000001,0.0685819,69.5621115443308,1976-Apr-08 04:46:28.310,-17.470757,-23.584232,51.2322789936609,31.24266785707657,1700,240444.0,1154.0,7.0
1161,124043573247178368,51.548176979498365,31.32701817025802,12.127705772795615,3.1144972,15.91986,0.084890276,62.814623190795906,1976-Apr-08 23:54:22.149,109.71205,-54.968033,51.55441763977049,31.323891468911995,1702,239963.0,1161.0,7.0
1168,217344419128872064,55.36704768420212,32.03782741106474,11.821320731599501,3.2377443,14.926096,0.056196697000000004,66.99675538136313,1976-Apr-19 05:23:38.917,50.632504,-56.880782999999994,55.37011952439666,32.034376491918856,1728,234777.0,1168.0,7.0
1175,216687907608102912,55.67457063471873,32.056115891500994,11.68487651947201,2.9460964,12.861467,0.067842916,77.75162599232728,1976-Apr-20 00:03:38.581,-9.180602,-14.4171505,55.67392424254368,32.05510080194661,1730,234447.0,1175.0,7.0
1182,216687907608103040,55.67515400931328,32.05585392508674,11.396922661410828,2.9333572,12.917132,0.06426878,77.41656358126617,1976-Apr-20 00:03:38.581,-5.394369599999999,-8.454027,55.67477583673386,32.055261255043824,1730,234447.0,1182.0,7.0
1189,216682238251347456,55.99938355794015,32.18737949542041,10.147307319136372,2.689168,10.486663,0.04239057,95.35922084113196,1976-Apr-20 18:42:00.394,-25.468992,-92.59251,55.99718423045535,32.17938384163224,1732,234126.0,1189.0,7.0
1196,217023499173719552,56.88548572875875,32.327910921871315,7.664772089706648,1.634119,11.494726,0.06325850000000001,86.99641768329359,1976-Apr-23 02:27:46.586,159.93556,-217.04413,56.89808547671314,32.310812152363404,1738,233225.0,1196.0,7.0
1203,216899975915622784,58.04773062617678,32.45628991650736,13.801366711440954,3.9526844,18.664005,0.13566928,53.57906757003403,1976-Apr-26 04:28:49.390,437.0098,-35.330290000000005,58.06893384378154,32.4545757309889,1746,232163.0,1203.0,7.0
1210,170264739979917952,61.21155247934731,33.072398546870964,9.919526403707268,2.621603,12.2863655,0.027058579,81.39103457932926,1976-May-04 05:19:09.029,27.095133,-57.737278,61.21354950342018,33.068143069152136,1767,230131.0,1210.0,7.0
1217,175702782753763840,65.06387303871377,33.57920333839233,12.109459825358893,3.2034235,14.677487,0.15273659,68.13155239469435,1976-May-14 02:12:06.636,83.54893,-174.09923,65.0690277531336,33.56846194613885,1793,228896.0,1217.0,7.0
1224,175702855768911360,65.04714589267775,33.59283790859216,10.906814185748265,-0.20158482,13.753685,0.03798347,72.70778705325222,1976-May-14 02:12:06.636,83.71337,-175.21317,65.05265766418431,33.581301699773284,1793,228896.0,1224.0,7.0
1231,172798461443846272,66.03896215414511,33.78239548354472,9.197179274976744,2.3464403,13.116903,0.019916045,76.23750642537081,1976-May-16 08:42:14.478,-20.666866,-102.576965,66.03753536840668,33.77531384140865,1799,228747.0,1231.0,7.0
1238,172798461443846144,66.04774516436511,33.7778440115601,14.09289562401076,3.6256885999999997,13.196357,0.224233,75.77849077386959,1976-May-16 08:42:14.478,-21.318806,-102.60019,66.04628223192775,33.770803413366,1799,228747.0,1238.0,7.0
1245,172800316869845504,66.30743958919777,33.81756385490214,9.42076241153198,2.3936892000000003,13.348471,0.022655802000000003,74.91494893935696,1976-May-17 02:51:46.089,-25.450008,30.750792999999998,66.30571306820038,33.819649979581214,1801,228708.0,1245.0,7.0
1252,185146458061342336,75.51983378156922,34.82496986074554,5.451376293541183,0.88432026,12.031127,0.015687568,83.11773302648453,1976-Jun-08 20:05:09.962,-18.753432999999998,-51.32685,75.51842225218675,34.821106602361695,1861,230630.0,1252.0,7.0
1259,182366652145860352,78.66346593774325,35.13786335541623,14.248001051578848,3.8395900000000003,11.498013,0.24313581,86.97155236908766,1976-Jun-16 11:36:24.988,26.187251999999997,-60.710648,78.66552838379269,35.13308192836722,1881,232622.0,1259.0,7.0
1266,183640913107529472,80.23240814008949,35.30332033121089,7.417882572887356,1.6435708999999998,10.338398,0.021079749,96.72678513247796,1976-Jun-20 07:59:15.503,54.426069999999996,-142.87305,80.23717540389936,35.29080585990751,1891,233864.0,1266.0,7.0
1273,183677132569998464,80.90337463421605,35.32243986096143,11.187761143161767,2.525384,13.981616,0.03499855,71.5224905729822,1976-Jun-22 06:21:44.219,39.542107,-190.8691,80.90593568316274,35.310077720043786,1896,234562.0,1273.0,7.0
1287,183132839955842560,83.6470981120845,35.55149459474423,12.30265954342435,3.2801638,26.471655,0.04120814,37.77625554885227,1976-Jun-28 21:07:29.521,108.83623,-285.77277000000004,83.65082123893968,35.54171872980254,1913,273676.0,1287.0,7.0
1294,183138852910257536,84.07021273907904,35.548518371719716,11.026966045229486,2.7869672999999997,12.4279375,0.039540544,80.46387418556856,1976-Jun-30 01:20:26.065,12.504436,-29.606491,84.07112386935498,35.546361107578505,1916,274253.0,1294.0,7.0
1308,3455213709747059968,88.01707038905623,35.840769743672,10.340356565093398,3.0014819999999998,15.964842,0.02743338,62.637638997989896,1976-Jul-09 23:20:00.859,-2.223863,-72.71821,88.01694424731159,35.836645028196756,1941,243650.0,1308.0,7.0
1315,3453717240054610560,92.64726679803724,35.991274451778075,7.620546225918233,1.588501,10.0262575,0.01341107,99.73811250195348,1976-Jul-21 19:17:20.681,184.86435,-167.4217,92.66396346399323,35.9761531786515,1970,288703.0,1315.0,8.0
1323,3453710234964117888,93.0613466410492,36.05331440581882,11.877940719855914,3.1293382999999997,13.010168,0.076779276,76.86295781823245,1976-Jul-23 01:15:18.016,23.516022,-42.083897,93.06298344397386,36.050385209465226,1973,253532.0,1323.0,7.0
1330,3453709857007641344,93.08735705729849,36.05111642332229,6.255986579892921,1.2701015,12.909339,0.018274846,77.46330031205437,1976-Jul-23 01:15:18.016,23.929049,-42.302215999999994,93.08903561731309,36.0481490338132,1973,253532.0,1330.0,7.0
1337,3453015927730378752,94.14526972026421,36.10469880432229,11.176765001948018,2.9340257999999997,12.107553,0.043401904000000005,82.59307549200362,1976-Jul-25 23:40:50.109,70.37827,-73.426956,94.15053349978945,36.099207005618034,1980,256280.0,1337.0,7.0
1344,954787589433067904,95.42519593292677,36.08258765647903,3.9005331167614483,0.62627697,10.733355,0.121036276,93.16751753794712,1976-Jul-29 09:06:21.407,9.132228999999999,9.039015,95.4259664047428,36.08335026397324,1988,209642.0,1344.0,7.0
1351,954778003066009088,95.7139438760875,36.077043018305176,4.412015110738235,0.7778491999999999,13.892179999999998,0.020796174,71.98294062740548,1976-Jul-30 05:37:52.240,-36.82371,-20.946720000000003,95.71154353704463,36.07567761465015,1990,210568.0,1351.0,7.0
1358,954778003066008192,95.72711065674841,36.070367365223476,10.422733607206283,2.5431356,13.894067000000001,0.030301426,71.97316765718408,1976-Jul-30 05:37:52.240,-37.436809999999994,-19.418604000000002,95.72467068446063,36.06910174307357,1990,210568.0,1358.0,7.0
1365,954798618909126528,95.9733384020342,36.09771321402632,11.105061289650543,2.9481506,13.789407,0.032256982999999996,72.51943584037366,1976-Jul-31 02:13:39.447,18.10794,-90.97466,95.97452755829457,36.09173886875261,1992,211519.0,1365.0,7.0
1372,943579992533309696,100.76519473688505,36.193871417707975,11.469762981689625,3.0143022999999998,14.405406,0.057297,69.41838363478766,1976-Aug-13 09:01:24.075,-45.69229,-93.73915,100.7623224165004,36.1879787634585,2022,279021.0,1372.0,7.0
1379,940620072872381824,102.34741525821592,36.18078815522521,9.475889131087984,2.2252617000000003,12.1713505,0.021362709,82.16015155549195,1976-Aug-18 00:10:36.942,25.102833,22.168179000000002,102.34928292507193,36.18243748192433,2032,286595.0,1379.0,7.0
1386,897818456023654784,108.4318747571536,36.312477351259886,10.48106584842793,2.5305395,10.158935000000001,0.1281854,98.43551908182323,1976-Sep-05 23:59:53.312,-116.26977,-67.880974,108.4215105976638,36.30642651575468,2070,331116.0,1386.0,7.0
1393,897621914023902592,108.9839254717474,36.290941900161336,6.266978936136348,1.1594848999999998,10.116236,0.016648836,98.8509981765976,1976-Sep-08 04:09:48.174,-16.171968,10.058773,108.98247783569131,36.291842312660265,2074,337994.0,1393.0,7.0
1400,897986097187528064,109.51445606797607,36.35752826505519,4.3482646929675575,0.94252396,12.672574000000001,0.29996112,78.91056675504359,1976-Sep-09 19:58:29.177,-61.20066,-60.511887,109.51008279365529,36.3532042091266,2077,1301173.0,1400.0,14.0
1414,897946892726132864,109.94343282019682,36.30321768273927,5.121980163617364,0.8481631,21.23039,0.017360907,47.102289414122325,1976-Sep-11 12:25:12.520,-103.25265,-90.11752,109.93902870511164,36.29937383027322,2080,1242840.0,1414.0,14.0
1428,898518016000544768,112.90442129752572,36.43323276425989,8.484340120958842,2.088869,11.919692,0.057857915999999995,83.8947849228836,1976-Sep-22 22:51:10.158,-50.47396,-101.08412,112.90058671756371,36.42555325702815,2099,402014.0,1428.0,7.0
1435,895597747477023872,113.61128601145396,36.44949807603969,8.484122933804327,2.0201826,15.799906,0.016243,63.291516678354284,1976-Sep-25 13:47:06.216,-57.741917,1.6885897,113.60797658948742,36.44959485592064,2103,417824.0,1435.0,7.0
1442,895597747478356480,113.61174760481626,36.450180795787844,9.523858274480432,2.7056732000000006,15.788859,0.0447496,63.33579752230923,1976-Sep-25 13:47:06.216,-54.73365,4.400055,113.60860840397093,36.45043315710685,2103,417824.0,1442.0,7.0
1449,895796797738065664,116.09682830175169,36.58961837188504,11.250850360593617,2.8475417999999997,15.189673,0.037321314,65.83420012409962,1976-Oct-07 05:25:51.124,-111.35673999999999,-69.54829000000001,116.09018959432177,36.58547214136446,2119,514976.0,1449.0,7.0
1456,895796488500419712,116.13959368881494,36.564830036633694,12.490907356398793,3.203331,15.556080999999999,0.059739307,64.28354363083311,1976-Oct-07 05:25:51.124,-64.44596,-50.69303,116.13584213690511,36.56187907530915,2119,514976.0,1456.0,7.0
1463,919034563674060544,117.19349318114112,36.67053370998221,6.583489529803152,1.3706036,25.006714000000002,0.016304327,39.98926069659028,1976-Oct-13 04:28:47.131,-157.63994,-156.98183,117.18778464075018,36.66484900147378,2126,592628.0,1463.0,7.0
1470,919036728337564672,117.30328193664785,36.76646332601915,9.271624316956279,2.3694134,11.005252,0.025770873,90.86570761837922,1976-Oct-14 02:26:12.120,-38.910767,-63.22981600000001,117.30008020265524,36.761260523033926,2127,607267.0,1470.0,7.0
1477,919027038891314688,117.71587936571727,36.761653550018785,11.37634529630118,2.9180813,13.477426000000001,0.042759295999999995,74.19814670213674,1976-Oct-15 23:45:20.833,-33.830456,13.932122,117.71360627717259,36.76258965763882,2129,640474.0,1477.0,7.0
1484,918931175219973760,119.05490540124642,37.138741039895294,12.065863553393907,3.1423655,10.451958,0.24410479,95.6758559927706,1976-Oct-25 20:09:41.824,-32.08798,-20.6402,119.05212530290063,37.136952775633674,2138,1037422.0,1484.0,8.0
1492,919685818154791680,118.78362232479557,38.79199981158393,10.944096132455275,2.5991545,10.774331,0.036939203999999996,92.81318639493595,1976-Dec-08 20:24:02.111,63.23615600000001,2.5316495999999997,118.78893716969084,38.79221259056434,2159,855665.0,1492.0,7.0
1499,923319669725636608,115.20074814497991,39.41790759789186,10.848306001285298,2.6200466000000002,15.580707,0.02930149,64.1819415451088,1977-Jan-04 08:48:42.202,-164.35463000000001,-72.01986,115.19119579470714,39.4137217777249,2181,615184.0,1499.0,7.0
1506,900182131145007104,112.37290742403385,39.169469316313595,11.511704940773999,-0.046422005,13.490779000000002,0.049112745,74.12470441514404,1977-Jan-21 19:36:28.892,-22.039785000000002,-125.20006599999999,112.37142802346108,39.16106537564279,2198,672977.0,1506.0,7.0
1513,900181959346635136,112.38530235242091,39.177358194452545,9.8721627754711,2.4143791,14.166895000000002,0.08877801,70.58709803106899,1977-Jan-21 19:36:28.892,-22.537851,-125.43422,112.38386171966835,39.16934036515626,2198,672977.0,1513.0,7.0
1520,898248399429785728,109.36377709315359,37.21675518534187,10.133673329064774,2.5610142000000002,15.62851,0.02166745,63.985624323539135,1977-Mar-01 01:42:51.167,15.9226675,-119.72533,109.3646996936519,37.209817990559685,2225,1150133.0,1520.0,7.0
1527,897940016482800640,109.7012344120908,36.38314861732764,13.058097084861645,3.3029137000000004,12.631196000000001,0.110201836,79.16906667077393,1976-Sep-10 09:23:02.301,-53.375225,-73.7652,109.69740783302643,36.37786023941355,2078,1270048.0,1527.0,14.0
1541,896888922022734976,111.20875249189312,35.191674486933834,5.77212235442408,1.0573921,12.882214,0.030264912,77.6264104625562,1977-Apr-01 13:53:28.759,-83.50568,-27.329196999999997,111.202882453408,35.18975337875398,2245,646394.0,1541.0,7.0
1548,893894436463608960,112.12962441863304,34.61763776213803,8.071281117831939,1.8310547,20.290363,0.019981787,49.28447976187992,1977-Apr-09 01:26:42.062,92.24275,-54.505272,112.13374120068086,34.61520519892986,2252,580680.0,1548.0,7.0
1555,893894230305207424,112.14113118102293,34.61822403164725,9.838052813414324,2.3934708,20.260937,0.018186642,49.35605954342857,1977-Apr-09 01:26:42.062,92.85287,-54.656174,112.14528121110465,34.6157811909246,2252,580680.0,1555.0,7.0
1562,893579220223432448,113.54011509572477,33.980991337919264,6.085675228147472,1.0999117,18.159256,0.01625095,55.06833545503053,1977-Apr-19 08:19:33.026,-33.99456,-19.466452,113.53841987277376,33.98002059508959,2263,507812.0,1562.0,7.0
1569,894042595654941184,114.9159368356492,33.377245642153355,5.351990791081897,0.88980484,14.661543,0.018409621,68.20564570421436,1977-Apr-27 15:03:40.649,30.767412,-10.139963999999999,114.9178371556584,33.376619356895354,2273,502077.0,1569.0,7.0
1576,894041839740696704,114.91964090540928,33.376803537293235,11.398282285507454,2.7828274,14.762151000000001,0.036572028,67.74080660435654,1977-Apr-27 15:03:40.649,31.026802000000004,-7.338976,114.92154418602907,33.37635334166613,2273,502077.0,1576.0,7.0
1583,881730367526465664,117.55115840736131,32.335608139257715,13.987491025632279,3.7450466000000002,10.187052,0.22284727,98.16382818858595,1977-May-11 16:57:36.983,2.65746,-205.828,117.55139463660822,32.317311497127605,2292,416193.0,1583.0,7.0
1590,877757660216383872,121.2009759869796,31.10473197788085,10.578855819450844,2.835208,23.90117,0.020833045,41.83895472200079,1977-May-28 22:27:21.583,74.25061,-193.00533000000001,121.20378915907295,31.097419483175692,2318,329258.0,1590.0,7.0
1597,877033906687427200,122.00512375174084,30.8213549472403,13.73754768861425,3.9797860000000003,23.586239000000003,0.09288485,42.3976033605742,1977-Jun-01 16:53:50.949,-3.2905169,-71.62131,122.00499741755849,30.81860516059329,2324,373818.0,1597.0,7.0
1604,876992778080665728,122.4138256526828,30.644932768702155,10.118802365882992,2.6351423,12.722178,0.028686907,78.60289047269335,1977-Jun-03 13:36:23.433,-31.021994,-21.847128,122.41161752761627,30.643377704532412,2327,371297.0,1604.0,7.0
1611,876989067228916224,122.57450853511723,30.61706862321959,6.5951283504233,1.2524872,10.922938,0.018564118,91.55045723454194,1977-Jun-04 04:26:20.751,-54.263268000000004,-12.010050999999999,122.5700098882227,30.61607294087151,2328,370493.0,1611.0,7.0
1618,708402529890273280,125.48308563832516,29.70249196594929,10.576808610490497,2.5743112999999997,15.549857999999999,0.02575641,64.30926854781613,1977-Jun-16 21:06:21.482,237.42865,-203.49295,125.49691245292894,29.69064141926899,2349,357392.0,1618.0,7.0
1625,708354117018913664,125.56570484467085,29.60566226651211,11.626169309506631,2.9795523,12.594486,0.056315802000000005,79.39982474999006,1977-Jun-17 11:20:39.648,-45.3108,-51.312965000000005,125.56244695248738,29.60197281247768,2350,356940.0,1625.0,7.0
1632,708338719559549824,125.83042264562708,29.52470231238161,13.552639033744333,3.8505992999999994,14.303089000000002,0.15458657,69.91496662594089,1977-Jun-18 15:45:45.340,28.549335,-337.6476,125.83223015935906,29.50332518791412,2352,356078.0,1632.0,7.0
1639,704383608732578176,129.36541413504023,28.381184996744768,12.062863153141208,3.1773567000000003,17.758076000000003,0.044181775,56.31240772362274,1977-Jul-03 06:06:50.548,4.178212,20.308730999999998,129.36562719901895,28.382220621283345,2377,349334.0,1639.0,7.0
1646,704383093334762496,129.42183402819964,28.37379425040043,10.790931944081366,1.344079,17.801636,0.07291096,56.17461307952356,1977-Jul-03 19:59:44.286,2.5290348999999996,21.172876000000002,129.42196267836565,28.374871299241857,2378,349184.0,1646.0,7.0
1653,704383093336499456,129.42260930320936,28.374562461467512,5.326926768982748,0.93695545,17.807268,0.01719815,56.15684517054539,1977-Jul-03 19:59:44.286,4.8765545,21.271091000000002,129.42285729153116,28.375644164191407,2378,349184.0,1653.0,7.0
1660,704396562353989888,130.0313990948284,28.141114682563682,10.973403054009509,2.6532736,11.393991999999999,0.045139298,87.76554896531624,1977-Jul-06 03:27:21.523,-10.757023,-80.56166,130.03054416275188,28.13471191212821,2382,348673.0,1660.0,7.0
1667,704398108542211840,130.05114102895428,28.172085416337005,11.961849740991239,2.812727,12.222956,0.06249256,81.81327202997215,1977-Jul-06 03:27:21.523,-122.08747,-75.67178,130.04209599281404,28.166479157067123,2382,348673.0,1667.0,7.0
1674,703644565119935360,130.38708340165925,27.99744161081664,11.149758263801914,2.9521723,11.460393,0.04159625,87.25704294707548,1977-Jul-07 20:59:28.315,-19.332216,-64.04941,130.3855558441037,27.99238067234353,2385,348384.0,1674.0,7.0
1688,691513275373480704,136.0795643733422,26.232567456581783,11.028887690083632,2.9791098,10.36897,0.065320924,96.44159525738566,1977-Aug-01 03:00:32.317,11.906097,6.339731,136.0806041720269,26.233121126180826,2427,353710.0,1688.0,7.0
1695,693555755660444928,140.5736094210661,24.7051964824968,8.629910786576401,2.081931,12.138501,0.018023206,82.38249403428199,1977-Aug-21 08:15:40.745,93.48579000000001,-156.56241,140.5805836462882,24.693516616076113,2461,372028.0,1695.0,7.0
1702,645260772561841024,142.04568822711582,24.28610021582049,10.112666694090306,2.2933893,10.139275999999999,0.033447426,98.62637571941008,1977-Aug-28 03:23:28.907,1.9570409,-125.07027,142.04586301383245,24.27492997343927,2472,331785.0,1702.0,7.0
1709,645250189762421760,142.14188691681647,24.16653114235639,9.434788022536683,2.4575557999999997,17.031254,0.017818043000000002,58.71558317902828,1977-Aug-28 18:25:44.776,-55.56941,6.390937999999999,142.13893227664053,24.16687095021361,2473,332794.0,1709.0,7.0
1716,641311567312760576,146.12525969730214,22.858551744826325,11.032184253290255,2.9036036,12.190313,0.048143383,82.03234586116768,1977-Sep-17 11:34:29.398,-61.40146,-47.908234,146.12069849571398,22.854992886195593,2503,427711.0,1716.0,7.0
1723,640496245081233536,146.95050436154344,22.6492779938858,9.180289945742386,2.2502793999999997,10.379348,0.020529024,96.3451672641288,1977-Sep-21 17:08:59.862,14.505156,-61.457195,146.95176987792885,22.643916101192275,2509,1293545.0,1723.0,14.0
1737,640274452969871104,148.5644654030471,22.073117279279064,5.9484315852654825,1.0147924000000001,10.230399,0.015862485,97.74789694119266,1977-Oct-01 09:14:32.551,-51.710545,-21.812416,148.55988818100633,22.071186526616764,2522,1316274.0,1737.0,13.0
1750,629731510848861696,149.36522953218233,21.815517269303545,9.169756665850649,2.3029757,14.651943,0.018724468,68.250332797958,1977-Oct-06 03:25:53.231,-130.80211,-117.115524,149.3571453709651,21.808279000835586,2528,904151.0,1750.0,11.0
1761,629733671217156224,149.45162142458432,21.87838680160252,4.883305440525138,0.8513851,10.761229,0.01664711,92.92619279427109,1977-Oct-06 23:00:02.767,-49.280678,-15.534482999999998,149.447474460601,21.87707957645466,2529,1007191.0,1761.0,12.0
1773,629490064967469312,150.38274335166702,21.584557479882307,10.585823163479,2.4499512,15.595142999999998,0.029916065,64.12252709691303,1977-Oct-12 21:08:14.206,42.598209999999995,28.36515,150.38521688302453,21.58620454651072,2536,942903.0,1773.0,11.0
1784,625750144885382784,153.88837767800638,20.568006686315968,9.77488775287363,2.4194287999999995,12.262825999999999,0.025686262,81.54727163072224,1977-Nov-11 15:34:24.827,-46.755924,-81.875694,153.8849249566739,20.56196052294904,2563,1817900.0,1784.0,11.0
1795,628846644507049984,153.24313852885024,21.222894534469702,10.874776250981457,2.539791,13.3660755,0.031972803,74.8162763873257,1978-Jan-10 13:04:25.720,-156.7797,65.82419,153.23251664990366,21.227354146190397,2582,893461.0,1795.0,7.0
1802,628846644506556672,153.24246847744962,21.222885987365814,10.8551837187955,2.5096312000000003,13.354644,0.030763725,74.88031978613131,1978-Jan-10 13:04:25.720,-156.70553999999998,67.37391,153.2318425345919,21.227454500552273,2582,893461.0,1802.0,7.0
1809,629706801901750016,150.33465663979038,21.989920748117523,5.290352230316199,0.932415,16.568201000000002,0.017157073999999998,60.35658283436994,1977-Oct-13 18:16:36.741,70.89353,-89.80366500000001,150.33853141670062,21.98501241361372,2537,917538.0,1809.0,10.0
1819,629758586322686336,149.50737297640302,22.135134134412624,11.285862944260844,3.0020322999999998,14.546702,0.041073926000000004,68.74410251457994,1977-Oct-06 23:00:02.767,-92.946075,-35.028374,149.50158692949782,22.13295356022066,2529,1130692.0,1819.0,13.0
1832,629758586322686208,149.50600082105854,22.139285854076466,10.08138571153028,2.6170864,14.490515,0.023018628,69.01066089717492,1977-Oct-06 23:00:02.767,-92.256744,-37.628624,149.50023541688478,22.136934327073288,2529,1130692.0,1832.0,13.0
1845,640520709215010304,147.49208677392278,22.38332061184366,11.282874648807946,2.861598,20.628104999999998,0.03118033,48.477550025575425,1977-Sep-25 08:16:24.790,-45.4937,-60.17734,147.4900896392511,22.3806788777124,2514,1293177.0,1845.0,14.0
1859,640862653425455360,145.26076749717325,22.022373130313945,12.242591898963619,3.0965118,81.023735,0.031308867000000004,12.342062476229865,1978-Apr-02 04:09:27.335,461.7216,-487.4464,145.2659278971907,22.01692521855683,2642,2025359.0,1859.0,7.0
1873,627477271493844992,147.23406875994357,19.69604128134993,8.604153832976513,2.1250037999999996,14.3125725,0.02366344,69.86864181473392,1978-May-31 15:00:54.988,-44.272278,-25.703272,147.23126765348428,19.694415035663603,2667,714754.0,1873.0,7.0
1880,627273896202321664,148.34723594970146,19.02965764081277,13.515098827925307,3.7650318,10.0245905,0.21823847,99.75469828650309,1978-Jun-12 23:17:49.610,-73.71966,-21.954615,148.3405765954644,19.027674403774114,2677,661628.0,1880.0,7.0
1887,622172192314017024,153.24757990606477,16.531369440681846,4.075166832308188,0.71371365,15.401910999999998,0.036451105,64.92700900317855,1978-Jul-22 13:33:20.473,-28.034136,-74.053795,153.2459316373464,16.527015443314642,2718,519825.0,1887.0,7.0
1894,3887652324433152512,156.23869822402938,15.164621460488044,11.205339692269874,2.8892927000000004,11.546908,0.064983994,86.6032679234917,1978-Aug-12 16:41:58.386,-172.03278,-94.78824,156.22520670270995,15.157187775050142,2743,502580.0,1894.0,7.0
1901,3887449872558719104,156.74215424128488,14.996029559356725,6.409261458229523,1.2615128,10.106941,0.020456693999999997,98.9419031853115,1978-Aug-16 00:29:46.760,15.348547,-85.31844,156.74352943213654,14.988385243393779,2747,502472.0,1901.0,7.0
1908,3885773568298328448,158.461494675648,14.157539980274224,8.2190576162016,1.8890295,13.624583,0.016142236,73.3967404409687,1978-Aug-28 12:02:04.970,-51.24823,-15.8995495,158.45808846823118,14.156483218637819,2762,457521.0,1908.0,7.0
