,source_id,ra,dec,g_abs,bp_rp,parallax,parallax_error,dist,date,pmra,pmdec,adv_ra,adv_dec,eph_pt,time_total,num,num_hit
545,2631490526268372864,348.2873291373201,-6.804980739641839,12.325450561429687,3.7093019999999997,11.940216,0.23145251,83.75057826441443,1974-Apr-17 19:44:15.432,150.45618000000002,-0.70258135,348.2987398634737,-6.805034024016818,755,631533.0,545.0,12.0
557,2631947751306917504,349.68726178079237,-6.225187854161715,9.528265034416737,2.4010782,11.988365,0.023612566,83.41420915537641,1974-Apr-24 20:01:06.828,172.4004,-14.339823999999998,349.70028426283767,-6.226271030828303,767,600122.0,557.0,11.0
568,2631947751306917632,349.6880967913022,-6.225113300865747,12.309465518408876,2.978197,11.908127,0.11655465,83.9762637892085,1974-Apr-24 20:01:06.828,173.77618,-15.462887,349.7013116417185,-6.2262891796967885,767,606676.0,568.0,12.0
580,2631967439437024384,349.78695015291197,-6.2209444760271095,15.04522016030084,1.3017502,27.549346999999997,0.20146462,36.29850111383493,1974-Apr-25 10:34:50.293,-605.80817,-1589.9503,349.76703703514664,-6.273206676607576,768,609225.0,580.0,12.0
604,2633207860351808128,352.4827404145044,-5.168306816269742,10.517614797939707,2.7027892999999996,10.337394,0.13167092,96.73618158994341,1974-May-09 23:59:22.033,148.89941000000002,65.78761,352.49578401162506,-5.1625438176454646,790,838190.0,604.0,13.0
617,2633169270071406336,353.5915725361728,-4.619333150109241,13.97631585890734,3.981676,11.198245,0.2550617,89.2997068439666,1974-May-17 17:29:19.286,178.17049,-196.83086,353.6059804547544,-4.635250056487782,800,960031.0,617.0,13.0
630,2447122664177031040,355.81860504721914,-3.8925545314506604,13.46565935330605,3.8500748,19.345966,0.07526108599999999,51.690361828983505,1974-Jun-04 15:43:38.227,-30.405746,-160.92446999999999,355.81718179887,-3.9000871695700963,818,2038231.0,630.0,15.0
645,2446993162322393088,354.8210613047396,-4.406994932082752,11.405682091685955,-0.15025139,11.200474,0.05807987,89.28193745727805,1974-May-26 17:35:22.480,24.500607000000002,-32.292640000000006,354.8230421743473,-4.409605786242255,810,1081841.0,645.0,13.0
658,2633005687651257088,352.50155236187123,-5.449244583833488,9.959804685462288,2.681632,13.218288000000001,0.12443189,75.65275988104223,1974-May-09 23:59:22.033,65.73058,-102.81089,352.5060554216093,-5.456287935007351,790,831627.0,658.0,13.0
671,2631799523395608192,348.7715846246797,-6.900225085583905,9.387482141631954,2.5250359,15.128129999999999,0.023227524,66.10202336330707,1974-Apr-20 02:36:21.424,-62.65915699999999,-135.32565,348.76783390379796,-6.908325557705673,759,699181.0,671.0,13.0
684,2631805501990084864,348.83133773086763,-6.881163004794503,9.12052377779492,2.3474035,11.991379,0.019177387,83.39324593092725,1974-Apr-20 02:36:21.424,14.317288000000001,-82.47045,348.8324189335096,-6.887390948760169,759,699181.0,684.0,13.0
697,2607482754300586496,346.3534374863549,-7.908300666285814,14.822521361744952,3.6654224,12.327432,0.32707188,81.11989796885392,1974-Apr-08 13:36:48.379,92.64256,-22.699839,346.36024288238434,-7.909968165402383,738,704024.0,697.0,13.0
710,2607392078950530432,344.6582665274671,-8.4565953649799,4.220866731601136,0.73294544,11.381701,0.09464668,87.86032586486714,1974-Apr-01 15:34:08.087,236.83566000000002,-71.35783,344.67710975775134,-8.462272769878101,724,798944.0,710.0,13.0
723,2609910995665708288,342.70879211203993,-9.172406905816334,11.221156769885225,3.0181560000000003,18.681414,0.03653505,53.5291396415579,1974-Mar-24 08:24:38.994,228.65794,-80.60958000000001,342.71987599684576,-9.176314346316426,707,1089364.0,723.0,14.0
751,2634736009715932672,345.75553283972016,-6.221248793561692,10.758458346385787,2.6531696,17.241528,0.02564327,57.99950130128504,1975-Jan-03 02:06:02.160,104.04777,-150.45995,345.7609976170777,-6.229151222638492,995,414950.0,751.0,7.0
758,2634839398168451328,346.02548014356375,-5.979234449698256,9.852963044224596,2.4917307,10.522447999999999,0.034464266,95.03492336942858,1975-Jan-05 04:18:49.036,49.227383,-19.138422,346.0297166261075,-5.9808814921853575,998,405201.0,758.0,7.0
765,2634858433463493120,346.53609503697146,-5.794333510320678,11.64012272877265,2.9013432999999997,24.398006,0.029690161,40.986955327339494,1975-Jan-07 21:21:52.353,-76.24858,-61.60329,346.53326499503845,-5.796619977732362,1002,393527.0,765.0,7.0
772,2634543320302925056,351.1689725324784,-3.05918720074078,9.438423157084461,2.4219093,21.08403,0.028902482,47.429262471205256,1975-Feb-01 18:50:36.922,-371.92096000000004,-383.9372,351.1529985769255,-3.075677251997708,1044,322626.0,772.0,7.0
779,2634572659224039936,351.5657667009011,-2.8631962276278013,11.875545240250226,3.0501918999999997,14.748688000000001,0.06310377,67.80264233319882,1975-Feb-03 22:18:13.569,213.26272999999998,-22.318766,351.57886084215727,-2.8645665799423936,1048,318567.0,779.0,7.0
786,2642556973363155584,356.11401170169364,-0.3524811390301158,12.307099610577026,3.4026098,12.09393,0.10780623,82.68610615306427,1975-Feb-24 03:11:34.645,226.29485,-24.633574,356.1309559633527,-0.3543256252111969,1088,290663.0,786.0,7.0
793,2642655654531698304,356.40669724879183,-0.22142499838284,12.261596928812628,3.2117672,10.512224,0.08776566400000001,95.12734709829547,1975-Feb-25 13:54:45.415,155.29742,-40.33242,356.4200750606817,-0.22489936078692788,1091,289223.0,793.0,7.0
800,2642482996848177536,358.494913313298,1.0098650824327613,10.711124772586668,2.1258592999999997,10.636751,0.077734515,94.01366860561969,1975-Mar-06 13:59:43.095,110.23293000000001,53.513769999999994,358.50429795745674,1.0144209595657618,1110,281410.0,800.0,7.0
807,2642482996846014976,358.49572540902267,1.0103226348320673,6.3672803995949785,1.1717309999999999,10.641503,0.027515012999999998,93.97168507204199,1975-Mar-06 13:59:43.095,107.31022,55.686916000000004,358.5048571491069,1.0150614048378463,1110,281410.0,807.0,7.0
814,2739059700184753280,0.6968385134155948,2.129737830868965,4.0566796491764645,0.7991829,23.371273000000002,0.02326302,42.78757080350254,1975-Mar-15 08:42:58.523,62.340030000000006,-93.35324,0.6992539747458475,2.126120714528389,1129,275774.0,814.0,7.0
821,2739209710506348800,1.8287334767693342,2.7705673390046783,13.424388575675216,4.1051426,12.833158000000001,0.27119356,77.92314533132996,1975-Mar-19 22:00:40.872,13.756718,-21.592289,1.8297042029566188,2.769043705182119,1139,273575.0,821.0,7.0
828,2555619722826382720,7.874877139492855,6.118605481408435,9.000732289430976,2.2751322,10.301428999999999,0.02009176,97.07391274682968,1975-Apr-13 04:59:28.605,11.092125999999999,-57.09806,7.8758522027059925,6.1135862254985085,1194,267883.0,828.0,7.0
835,2555708645829343104,8.652480797771876,6.603218037393554,11.678537030837612,3.1034546,10.936784,0.06510317,91.43455874665342,1975-Apr-16 07:24:11.976,-12.292507,-111.84101000000001,8.651462988763361,6.5939576979871335,1201,267926.0,835.0,7.0
842,2557351900316817920,10.105204118435346,7.4092054195627775,9.634009263347991,2.7012509999999996,12.539249,0.03120098,79.74958998676337,1975-Apr-22 01:39:46.064,-60.221954000000004,-94.53448,10.100855024871267,7.40237835307202,1214,268417.0,842.0,7.0
849,2581834519573781504,13.284325165874431,9.141705926398648,10.47145473470824,2.7031736,10.115833,0.04267023,98.85493088669793,1975-May-04 12:48:34.751,101.00502,-152.41652,13.293367004321814,9.128061797215064,1242,271129.0,849.0,7.0
856,2581666259935048704,15.72122902848317,10.546927743978825,7.503493155018082,1.5953608,10.260485000000001,0.017357398,97.46128274475694,1975-May-14 10:39:31.456,2.1824307000000003,-93.845055,15.721421642567663,10.538645291337797,1264,275492.0,856.0,7.0
863,2583648503305812736,18.881521410272367,12.393225298367328,6.712112919218707,1.3487129,10.373586999999999,0.017516766,96.3986741799168,1975-May-27 08:06:33.978,62.555637,-26.452379999999998,18.886982168652878,12.39091615313848,1292,284289.0,863.0,7.0
870,2583651904920127232,18.99930105737463,12.451151154741616,13.915720088668824,0.7558421999999999,11.366189,0.19279745,87.98023680029213,1975-May-27 19:20:43.608,87.77489,-73.85576999999999,19.00629417531461,12.445266987852756,1293,284678.0,870.0,7.0
884,2587316955132199424,22.439821106391676,14.38499379608104,5.630050213172567,0.98261833,11.513549000000001,0.024285877,86.85419351931624,1975-Jun-11 04:33:20.543,33.919216,-51.173183,22.442488898885564,14.380968955588127,1323,300205.0,884.0,7.0
891,2587316959427677824,22.440408627912174,14.385364318382043,5.796927448320737,1.0227518,11.47382,0.021335758,87.15493386679205,1975-Jun-11 04:33:20.543,36.538494,-49.315909999999995,22.44329238097559,14.381472124382814,1323,300205.0,891.0,7.0
898,2588829092858293248,22.827305495578717,14.680482515765558,12.687672766506939,3.4223766,10.796161,0.11336052,92.62552012504645,1975-Jun-13 04:02:52.480,108.84666000000001,1.2320825,22.836435294252468,14.680585859913911,1327,302966.0,898.0,7.0
905,2589367754771960192,24.418902493637553,15.585083716122485,7.754914482571259,1.8420676999999999,10.016422,0.02037577,99.83604653155581,1975-Jun-20 05:49:41.977,-29.88662,-100.15603,24.416200529273084,15.576028894116009,1341,314141.0,905.0,7.0
912,91499369094197632,25.94629029409387,16.608982616364166,13.747870064552306,3.826517,18.71048,0.13875799,53.44598396685722,1975-Jun-27 14:11:44.238,36.28419,-122.37683999999999,25.94804638894589,16.603059779731506,1355,364652.0,912.0,7.0
919,91469647920562688,27.22696108476241,17.349455511058366,8.013317467643137,1.858695,17.690739,0.0171578,56.52675211605511,1975-Jul-03 14:35:53.042,264.1372,-104.169914,27.240481781154056,17.344123245303425,1366,342782.0,919.0,7.0
926,91887977735200000,28.063415590186448,17.93122958593144,7.376256783766978,1.6177235,20.572412,0.019144215,48.608786181252526,1975-Jul-08 03:39:39.542,401.80933,13.08671,28.08110242972651,17.93180563662111,1374,355810.0,926.0,7.0
933,91991125669704064,28.25303545745039,18.148971256512567,12.149270952034607,3.4882698,12.160969,0.06661879,82.23029086317902,1975-Jul-09 07:32:57.539,132.03633,-49.661808,28.262867431452065,18.14527323187861,1376,359476.0,933.0,7.0
940,91980130553425536,28.424860676385606,18.14946839967556,13.164391251910713,0.2268982,21.720888000000002,0.06522722,46.038633119192745,1975-Jul-09 21:35:43.026,-79.58326,25.328535000000002,28.42154280466505,18.150524360825,1377,361376.0,940.0,7.0
954,94181765149203072,31.60756713987168,20.552379101797666,6.305610953357299,1.2748785,21.951427,0.020180993,45.555124004354894,1975-Jul-29 05:14:07.698,149.99081,20.558489,31.613754670226978,20.553227195559028,1407,400698.0,954.0,7.0
961,94219006810002944,32.08112505240965,20.942847685595588,7.521932621033188,1.6101216999999999,16.165202999999998,0.019020401,61.86127041863918,1975-Aug-01 21:44:11.505,-143.72908,-0.24871500000000002,32.07307351291254,20.94283375286444,1412,476743.0,961.0,7.0
968,94222412719669760,32.023732196366005,20.974390896907675,12.308782423938494,3.165247,10.306452,0.08698852,97.02660233117159,1975-Aug-01 21:44:11.505,185.09535,-32.499054,32.039995238376235,20.971535430935358,1412,476743.0,968.0,7.0
975,100380639907919872,33.074556343426764,21.982406427032114,5.5753027481312625,0.95652723,29.08669,0.025358412,34.37998510538136,1975-Aug-10 19:26:00.420,-116.7354,-60.28371,33.07092201896847,21.9805296135854,1423,558349.0,975.0,7.0
989,102744211950666624,34.29389493539842,24.134898978769726,7.669937496108787,1.7205724999999998,13.463095999999998,0.01726136,74.2771220590322,1975-Aug-30 17:25:24.713,-37.024967,-53.273982999999994,34.29140455782158,24.13131565803367,1442,803846.0,989.0,7.0
996,102817840574548608,34.26311350456944,24.500594737337547,12.630281922418465,3.6132584000000003,10.08152,0.12946405,99.19139098156886,1975-Sep-03 18:14:42.682,43.690712,-47.619823,34.26703795230059,24.496317363505195,1445,906229.0,996.0,7.0
