,Unnamed: 0,Unnamed: 0.1,source_id,ra,dec,g_abs,bp_rp,parallax,parallax_error,dist,date,pmra,pmdec,adv_ra,adv_dec,eph_pt,time_total,num,num_hit,reach_time_years,reach_time_days,year,reach_year,return_year
104,104,952,2611561706216413696,343.48356406407754,-6.7848302060775545,15.764733952284036,1.420248,117.13883999999999,0.03412185,8.536878138591662,1974-Apr-03 13:34:42.502,2485.7988,-681.2536,343.50278083918795,-6.790096721250415,1222,3.5378009259259264,952.0,7.0,27.830222731808817,10164.710550565853,1974,2001.8302227318088,2029.6604454636176
3,3,21,6233452028580863744,236.8746760655141,-27.919921092193647,10.172965144980733,2.4603882,40.19231,0.030303655,24.88038114028689,1972-Apr-28 01:35:27.459,95.05887,23.440448999999997,236.87681779746586,-27.91939296516125,53,2.9100347222222216,21.0,7.0,81.11004251733526,29624.63192903153,1972,2053.1100425173354,2134.220085034671
215,215,3785,148133112801536000,69.9536024884882,25.157046651618792,10.854072358486476,2.719630200000001,47.2566,0.0319613,21.161065589584275,1986-Jul-10 17:16:43.682,-93.40465999999999,-49.537273,69.95181261828455,25.15609739184191,2677,408.5319791666666,3785.0,46.0,68.98507382204474,25196.10836276362,1986,2054.985073822045,2123.9701476440896
31,31,231,4110228589254067328,262.76546808946375,-24.87933735251089,9.90708944235366,2.5881529999999997,37.619877,0.020443624,26.581692536624807,1972-Oct-09 02:43:42.641,-121.440926,-140.96507,262.7625448583956,-24.88273055359053,348,2.6583449074074075,231.0,7.0,86.65631766939687,31650.353465570515,1972,2058.6563176693967,2145.3126353387934
162,162,1610,84210874016975360,43.26206752683281,19.48530195843993,12.575896762574176,3.3083887,35.072506,0.04164419999999999,28.5123624014539,1977-May-06 20:45:47.297,-190.16098,-22.790089000000002,43.257157656118295,19.484713528633094,1977,9.876238425925926,1610.0,7.0,92.9503014287397,33949.168093832894,1977,2069.9503014287397,2162.9006028574795
142,142,1329,2586931030846447488,23.543295434694404,12.96453919434149,11.455087409800575,3.0265179,33.564116999999996,0.029884242000000002,29.79372247867623,1975-Oct-20 16:01:16.276,-162.25072,-51.205463,23.538917927788084,12.963157676443537,1698,19.16383101851852,1329.0,12.0,97.12753528048451,35474.86098584416,1975,2072.1275352804846,2169.255070560969
23,23,175,6046895455473782144,252.47013649866653,-24.447428981874534,6.585436222393973,1.3377056,30.133909999999997,0.015914143999999998,33.185206490068545,1972-Sep-10 16:40:00.699,-276.59317000000004,-109.08211999999999,252.46182457735642,-24.45070701661607,275,2.800173611111111,175.0,7.0,108.18377315762345,39513.04130809039,1972,2080.1837731576234,2188.3675463152467
183,183,2040,61689890880210176,52.01130611378993,22.021662109830903,7.9616356961751995,1.8165913,28.222934999999996,0.13951185,35.43217634233442,1978-Jun-09 01:35:00.891,328.74084,-313.21393,52.021854036582425,22.011612381038688,2122,47.94511574074074,2040.0,20.0,115.5088948760102,42188.46876451397,1978,2093.5088948760103,2209.0177897520207
36,36,273,4067477554248982528,268.97634115420817,-24.94684725406353,11.987375742067055,-0.054403305,26.620733,0.030317232000000006,37.56470530663224,1972-Oct-25 17:27:50.331,10.384363,18.432213,268.97669439862085,-24.946220246312908,392,2.628587962962963,273.0,7.0,122.4609392996211,44727.63346979361,1972,2094.4609392996213,2216.9218785992425
159,159,1567,82716092254529280,37.50736118929618,17.782000743336404,8.682222243865802,2.265215,25.759039,0.22262275,38.82132415362874,1976-Jun-10 06:10:25.500,8.737995,31.458596999999997,37.50766837258837,17.783106666982164,1848,31.17293981481481,1567.0,17.0,126.55751674082967,46223.86741442063,1976,2102.5575167408297,2229.1150334816593
209,209,3306,150907081855211520,67.81836951648343,25.03017546383104,5.5151466611345805,0.9768995999999999,27.40421,0.023467626000000002,36.49074472472904,1984-Jul-10 18:15:55.154,-55.6874,-63.550266,67.8165293584524,25.02807548194777,2580,351.0526736111111,3306.0,44.0,118.95982780261666,43448.88750662771,1984,2102.9598278026165,2221.919655605233
5,5,42,6233466601410210176,236.62487380440777,-27.854780998472858,10.18964870738247,2.8802567000000003,24.482198999999998,0.13330379,40.846004545283506,1972-Apr-28 21:24:17.659,7.6960588,-68.46091,236.6251584689681,-27.85731325486753,55,3.348773148148148,42.0,7.0,133.15797481762422,48634.618722389074,1972,2105.157974817624,2238.315949635248
44,44,329,4080421348724719872,287.40149583554273,-23.693682032097502,10.964783672144632,2.6124468,24.450542000000002,0.022593672999999998,40.89888811452512,1972-Dec-14 12:24:22.671,56.11169,-21.044442999999998,287.40357400185894,-23.69446143924869,524,2.6978125,329.0,7.0,133.3303752533519,48697.58625753425,1972,2105.330375253352,2238.660750506704
147,147,1400,77966889217209472,30.24053787968511,15.008846691302494,7.031209641313349,1.5846223999999998,25.122711,0.013883099,39.80462111632235,1976-Apr-07 06:43:15.439,-2.0845098,-238.49392999999998,30.24046274285089,15.000250100282642,1789,7.1277083333333335,1400.0,7.0,129.76306483921087,47394.66180187338,1976,2105.763064839211,2235.526129678422
4,4,35,6233827825340751360,236.90370464066555,-27.857452571402348,10.939350643471329,2.5391464,24.219676999999997,0.026417326,41.28874225611639,1972-Apr-28 01:35:27.459,168.79926,-391.4197,236.910015923262,-27.872087472410367,53,2.9100347222222216,35.0,7.0,134.60129975493942,49161.77872249408,1972,2106.6012997549396,2241.2025995098793
95,95,881,2614673633360714624,334.4797001809078,-10.690437938181732,7.033604551856369,1.4342594,24.092321,0.018918833,41.507000656701216,1974-Feb-26 09:48:37.362,14.733104,-69.74529,334.4802539529752,-10.693059449273758,1145,5.6270601851851865,881.0,7.0,135.31282214084595,49421.65515872258,1974,2109.312822140846,2244.625644281692
213,213,3567,149449095077804672,66.69966553859861,24.94986627352959,11.65880753623309,3.0517101,23.702811999999998,0.025632955,42.18908675394904,1983-Jul-15 19:26:04.592,129.45502,1.4648098,66.7046113147681,24.94992223599009,2525,320.48288194444444,3567.0,43.0,137.53642281787387,50233.80307000026,1983,2120.5364228178737,2258.0728456357474
109,109,995,2640553319580012416,352.5475502023395,-2.6232940856246127,10.682904108845092,3.2950373,21.98159,0.069616094,45.49261394065122,1974-May-17 19:30:00.489,101.32701,-67.96409,352.55172448227614,-2.6260939425204293,1300,4.853391203703704,995.0,7.0,148.30592144652297,54167.25474912805,1974,2122.305921446523,2270.611842893046
178,178,1923,61563069085277440,52.853519503827094,22.09985700739538,11.960054433826555,3.331808,22.133255,0.039157737000000005,45.180882783819655,1978-Jun-21 03:59:12.250,131.11775,-17.896078,52.85888403352618,22.099124810259614,2128,92.48002314814815,1923.0,38.0,147.28967787525207,53796.081947157065,1978,2125.289677875252,2272.579355750504
153,153,1473,83065217260472320,38.71585403593086,18.061404213505586,8.555194730623533,2.1407795,21.572658999999998,0.026949294,46.35497280970615,1976-Jun-22 12:19:21.539,112.86676999999999,-46.1797,38.72059184839269,18.0594657265865,1857,21.033888888888892,1473.0,13.0,151.11721135964203,55194.05027699566,1976,2127.117211359642,2278.2344227192843
115,115,1044,2643079756782833280,357.2413628390253,0.4366277922197671,5.385568429206263,0.90938854,21.284252,0.019298581000000002,46.98309304765144,1974-Aug-30 03:23:28.642,22.671892,-203.89283999999998,357.2423274336078,0.4279530012042901,1367,19.14726851851852,1044.0,13.0,153.16488333534366,55941.94198940092,1974,2127.164883335344,2280.3297666706876
6,6,49,6233522951380817152,236.3424443748439,-27.668727623233853,11.955250078912954,0.023507117999999997,20.963797,0.045209356,47.70128323301096,1972-Apr-29 17:19:15.301,-203.1847,-141.64449,236.3336675689265,-27.67484612627507,57,3.3706828703703704,49.0,7.0,155.50618333961572,56797.07840296125,1972,2127.5061833396157,2283.0123666792315
70,70,614,6835442380025186560,318.93237341593397,-17.36185130036125,10.610055404714103,2.7206544999999998,20.566456,0.026392572000000003,48.6228647136824,1973-Apr-03 04:04:55.275,-294.2532700000001,-191.22687,318.9194172267668,-17.370271160947183,761,9.380405092592593,614.0,13.0,158.5105389666046,57894.38925216266,1973,2131.5105389666046,2290.021077933209
106,106,974,2635292259520147840,347.14789705552585,-5.184726614687664,12.34734403857518,3.4493284,20.543329999999997,0.09466855,48.67760178359261,1974-Apr-19 16:45:14.253,-40.308567,-75.7467,347.14612024147567,-5.1880655523974175,1253,3.841493055555556,974.0,7.0,158.6889818145119,57959.563717932324,1974,2132.688981814512,2291.3779636290237
107,107,981,2634434949688189056,350.83834608052274,-3.4403558600519792,9.98341383484606,2.5153933,19.821257,0.020852733000000002,50.45088806853934,1974-May-08 03:21:12.672,82.81589,-64.08493,350.84212961697233,-3.4432836517786205,1285,4.406851851851851,981.0,7.0,164.46989510343823,60070.98448757978,1974,2138.4698951034384,2302.9397902068768
64,64,531,6841270238329091072,322.6171159307468,-16.043162247991546,7.769118029838988,1.7391043000000002,19.603711999999998,0.026457584,51.01074713920259,1973-Apr-28 17:46:34.192,150.7373,-49.144596,322.6240789545006,-16.045432389352538,790,21.07043981481481,531.0,14.0,166.29503567380044,60737.59882949888,1973,2139.2950356738006,2305.590071347601
207,207,3234,149543000243089024,65.25317818281587,24.518607006601076,10.106304706315967,2.6923733,20.388891,0.022714717000000002,49.046315918078136,1982-Jul-16 04:27:31.375,106.58673999999999,-48.880783,65.25791214747585,24.516436005754947,2470,287.9004398148148,3234.0,35.0,159.89098989293473,58398.585148495484,1982,2141.8909898929346,2301.781979785869
28,28,210,4112578967158460160,257.5515366014869,-24.712206744461433,8.444338245325147,2.083253,19.173954000000002,0.019328704,52.154083580149916,1972-Sep-24 21:32:27.207,64.71188000000001,-142.55716999999999,257.55459284395545,-24.71893949998622,311,2.7143634259259257,210.0,7.0,170.0223124712887,62098.94940701349,1972,2142.022312471289,2312.0446249425777
