,source_id,g_abs,bp_rp,parallax,dist
7494,4111631634817133184,4.854692177381278,1.5856304,-0.14067327993500087,7108.670534035016
7495,4111631634831792896,9.065434629045173,1.7641087,0.7620974255510939,1312.168190670467
7496,4111631634831827840,8.356262303771352,1.4777336,0.6083776092168073,1643.7159830509647
7497,4111631634838840320,6.206756119971168,1.6936207,0.35031649237796153,2854.561580049978
7498,4111631634838841216,10.810677147874749,1.6770115,-1.4695906779148358,680.4615836423745
7499,4111631634838857216,6.63105624295158,1.9454861,-0.25737570934546194,3885.3705446528847
7500,4111631634838858240,4.506921784332601,1.7437515,0.06445264222544567,15515.267729477251
7501,4111631639164811520,8.17675823250098,1.9045019,1.9005364264901443,526.1672368189076
7502,4111631639164818432,9.876888303260275,1.5860043,0.9257993719844888,1080.1476326954717
7503,4111631639164820736,9.325601602298603,1.8852367,0.7548486513403045,1324.7688768131284
7504,4111631639164823296,8.740874864957007,1.7012997,-0.9776898607318428,1022.8192396834893
7505,4111631639164826880,2.6331332828769796,2.0022278,-0.07792006674449595,12833.664571657175
7506,4111631639164834048,5.636306480813502,1.8108711,-0.14939950421588394,6693.46264064564
7507,4111631639164836224,7.032474650439106,1.6400414,0.2945926482722901,3394.5178396838555
7508,4111631639164838656,6.684089396782213,1.6882324,0.21369682685274902,4679.526667417785
7509,4111631639164841728,5.346237225235072,1.5563374,0.1601921944219538,6242.5014128088715
7510,4111631639164846208,4.115729161187321,1.8292427,0.16532820215439364,6048.574816449879
7511,4111631639164846976,11.319520534536663,2.0501194,1.8706938100330204,534.5610247047049
7512,4111631639164848896,5.687231288874333,2.055439,0.3893789879991717,2568.1919949982694
7513,4111631639164850816,8.335627511134348,1.5836601,-0.4758572421060453,2101.4705914198294
7514,4111631639164856192,9.014689377239199,1.8459187,0.7870812025418542,1270.5169387485448
7515,4111631639164864000,9.108143886870975,1.6358242,0.8272992614590167,1208.7524389135922
7516,4111631639164869504,9.195056103720942,1.5612183,-0.6760160962045504,1479.254718363123
7517,4111631639164872704,8.504667533639378,1.6143322,0.5059479131863569,1976.488041431387
7518,4111631639164873728,8.109409960014538,1.7900791,-0.5545935459783397,1803.1223176893159
7519,4111631639164880512,10.19236926194111,2.0582428,0.9450746544863908,1058.1174674962147
7520,4111631639164883072,7.92082793526162,1.3973427,-0.39070173119899604,2559.497233173687
7521,4111631639164884224,8.965482862140341,1.4976311,0.6000776166165483,1666.451092840884
7522,4111631639164899200,9.101170547212359,1.6881981,-0.8163473049399972,1224.9688263177418
7523,4111631639172085504,8.489339361976128,1.6244736,-0.4264265048571614,2345.069991216814
