,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,source_id,ra,dec,g_abs,bp_rp,parallax,parallax_error,dist,date,pmra,pmdec,adv_ra,adv_dec,eph_pt,time_total,num,num_hit,reach_time_years,reach_time_days,year,reach_year,return_year
75,75,45,45,45,333,6258245710844705280,230.19605067213016,-17.813166588985904,12.318567276969626,3.2389688,11.89904,0.11321384,84.04039160545027,2006-Oct-19 20:39:13.640,-194.08984,-116.81902,230.18127979367185,-17.822056902662126,452,3.8080847050754456e-05,333.0,7.0,273.97167663376786,100065.41517371738,2006,2279.971676633768,2553.9433532675357
76,76,25,25,25,179,3628733966205106688,197.98938720905488,-6.469633654567168,9.220868429696926,2.2660055,11.8795185,0.020132795,84.17849589188941,2006-Jun-14 21:29:42.848,-55.753426,-37.201218,197.98513721654518,-6.472469442586907,191,5.140107917524005e-05,179.0,7.0,274.42189660755946,100229.85351694502,2006,2280.4218966075596,2554.843793215119
77,77,124,124,124,1925,4091573248547219840,278.6234573504763,-21.508377103658454,11.092572306201674,2.833518,12.025663,0.22213149,83.15549577147084,2010-Feb-05 23:07:28.763,-21.767908,-96.5606,278.62181818386546,-21.51564830818597,1168,0.0009836636766975308,1925.0,30.0,271.0869162149949,99011.78527836474,2010,2281.0869162149947,2552.1738324299895
78,78,44,44,44,326,6258245710846394368,230.196816599522,-17.81442160070805,8.871200923906226,2.2900286,11.835707,0.021745706,84.49009631898053,2006-Oct-19 20:39:13.640,-192.51355,-117.0065,230.18208728438518,-17.8233738309116,452,3.8080847050754456e-05,326.0,7.0,275.4377139998765,100600.8706613149,2006,2281.4377139998765,2556.875427999753
79,79,46,46,46,340,6258189494017793792,230.81765021823887,-17.86038477618553,14.086301097130676,0.51452637,11.736236,0.25231168,85.20619664587386,2006-Oct-22 05:00:37.534,8.103044,-80.60753000000003,230.81827544102902,-17.866604373012798,457,3.8244277263374486e-05,340.0,7.0,277.77220106554876,101453.51871718102,2006,2283.772201065549,2561.5444021310977
80,80,7,7,7,49,3630657974114783616,204.7984902954388,-7.292893078284623,9.424439913703344,2.092329,11.561047,0.018941112,86.49735915522005,2006-Feb-28 18:17:57.309,19.82559,-87.13941,204.80004319875897,-7.29971855390402,53,6.583853094993142e-05,49.0,7.0,281.98139084601735,102990.88319259937,2006,2287.9813908460173,2569.9627816920347
81,81,66,66,66,530,4126134334929476736,255.15556586309086,-21.62004211961433,13.443140555604765,3.7245312,11.594606,0.20962204,86.24699843541107,2007-Feb-11 21:42:31.173,-7.3246850000000014,-263.5502,255.15499379411682,-21.640625788586238,642,0.0003952189964849109,530.0,32.0,281.16521489944006,102692.78308987149,2007,2288.16521489944,2569.33042979888
82,82,78,78,78,817,4114825617352377344,260.60453706285904,-22.073698148633728,10.548980030240221,2.6887455,11.592283,0.045746412,86.26428275851289,2007-Dec-07 16:44:09.298,102.31161,-20.356195,260.6125293553672,-22.07528831687157,824,7.47604809670782e-05,817.0,7.0,281.221561792752,102713.36322918475,2007,2288.2215617927523,2569.4431235855045
83,83,77,77,77,810,4114989062286874368,259.47190705198267,-21.94840749854087,12.933353155187024,3.108963,11.550902,0.14569303,86.57332286767857,2007-Nov-30 08:46:40.671,-44.96659,-63.422485,259.4683818054288,-21.953379632152625,816,7.908964013203019e-05,810.0,7.0,282.2290325486321,103081.3318480624,2007,2289.229032548632,2571.458065097264
84,84,52,52,52,382,6247161705932124928,240.46624133595608,-20.038786177991714,7.777112417177203,1.7710123,11.4227085,0.016559502,87.54491099953596,2006-Nov-27 03:24:53.433,75.35451,-21.65104,240.47221520348305,-20.040502604041396,530,4.269078467935528e-05,382.0,7.0,285.39640985848723,104238.18473671388,2006,2291.3964098584875,2576.792819716975
85,85,36,36,36,270,6310768247433232000,220.50815925606136,-14.981076488802529,10.268648899619722,2.5775213,11.398961,0.02810678,87.72729322477299,2006-Sep-14 22:16:15.991,15.780588,-10.322784,220.5094128975658,-14.981896551456222,376,3.687414266117971e-05,270.0,7.0,285.99097591275995,104455.34404237644,2006,2291.99097591276,2577.98195182552
86,86,31,31,31,235,6304282228339962752,211.41441767304127,-11.949190323032887,13.521138561483552,3.5348053,11.266281,0.18439567,88.76043377978105,2006-Aug-12 10:20:42.662,-99.28119,-39.210423,211.40643769250184,-11.95234196144378,303,3.778667266803841e-05,235.0,7.0,289.3590141220862,105685.48631795077,2006,2295.359014122086,2584.7180282441723
87,87,26,26,26,186,3630250325883407232,201.99869922895599,-8.219608964643491,13.739886136860873,3.607029,11.226981,0.20021255,89.0711390247464,2006-Jul-04 20:03:43.863,-3.2799544000000003,-43.30179,201.9984346713432,-8.22310164052743,225,4.324738511659808e-05,186.0,7.0,290.37191322067326,106055.4375847187,2006,2296.3719132206734,2586.7438264413468
88,88,116,116,116,1592,4090978309663142400,275.4912317715797,-21.714760893513656,5.400870558381728,0.97734547,11.274007,0.016784469,88.69960909865989,2009-Feb-13 15:27:32.780,-51.293953,-62.24815,275.48711171365744,-21.719760819788046,1049,0.0010712449899262688,1592.0,35.0,289.1607256616312,105613.06344065418,2009,2298.160725661631,2587.3214513232624
89,89,129,129,129,2135,4091615407955717120,277.96607726248,-21.31308901588117,10.359044398624562,2.7081347,11.261824,0.036425546,88.79556550588465,2010-Jan-28 04:01:24.110,66.94256,11.43689,277.97146007222005,-21.31216938265277,1164,0.0010863894783093278,2135.0,30.0,289.47354354918394,105727.31704590394,2010,2299.473543549184,2588.947087098368
90,90,21,21,21,151,3678885337248044544,194.12693755908626,-4.542400034317756,11.619284324621313,2.992669,11.089922,0.05609364,90.1719601266736,2006-May-17 18:12:09.211,26.281431,-107.00877,194.1290835899757,-4.551137919720254,158,9.325810185185184e-05,151.0,7.0,293.9605900129559,107366.16589633201,2006,2299.960590012956,2593.921180025912
91,91,51,51,51,375,6247142533197893376,240.25975830892338,-20.04448597244659,11.49051122470858,2.8790083,11.081303,0.06034038,90.24209808471693,2006-Nov-26 14:53:05.719,38.51778,-27.544931,240.26290595491506,-20.04673692492268,529,4.25911190414952e-05,375.0,7.0,294.1892397561772,107449.67792854615,2006,2300.1892397561774,2594.3784795123547
92,92,27,27,27,193,3630120239914332160,202.82993792760516,-8.47599350928319,7.320710397126799,1.5949202,11.078757,0.019206317,90.26283130664852,2006-Jul-08 13:44:23.558,-15.832922,-87.18445600000004,202.82864377506075,-8.483119798766232,232,4.2341820987654325e-05,193.0,7.0,294.25683005967414,107474.36461099538,2006,2300.256830059674,2594.513660119348
93,93,34,34,34,256,6299047590920102272,218.8515988710989,-14.420489317178593,11.8895150494856,3.0912476000000004,11.006878,0.06888424,90.85228428630198,2006-Sep-09 00:15:01.610,-62.701202,-7.093354,218.84644032676778,-14.421072900600135,363,3.6883921682098765e-05,256.0,7.0,296.17844677334443,108176.21589949632,2006,2302.1784467733446,2598.356893546689
94,94,70,70,70,595,4127068782370779008,253.0027725368888,-21.382169627501188,6.5374545742553725,1.2584514999999998,11.039284,0.021650871,90.58558711101558,2007-May-25 17:20:38.927,-28.014925,-31.500046,253.0004744628616,-21.384753587195746,690,0.00033691272290809333,595.0,28.0,295.30901398191077,107858.6642667531,2007,2302.3090139819105,2597.618027963821
95,95,88,88,88,973,4070477262597750400,268.15024466054024,-21.8580999006038,6.035919293471148,1.1767348999999998,11.068981,0.018773308,90.34255136788613,2008-Feb-03 11:07:32.433,-67.457,-56.76404599999999,268.1447259854516,-21.862743782211624,880,0.00032402651856138545,973.0,19.0,294.5167174593088,107569.28588483794,2008,2302.516717459309,2597.033434918618
96,96,98,98,98,1167,4117044500606846592,267.03741057442,-21.983776938053683,8.375383159467173,2.0205774,11.05627,0.019755611,90.44641927575826,2008-Jan-24 14:02:08.786,-15.219361,-63.684494,267.03616404293615,-21.988992973420512,872,0.00033197029856824414,1167.0,20.0,294.8553268389719,107692.9595746661,2008,2302.855326838972,2597.710653677944
97,97,10,10,10,70,3630691126966891392,204.41831104834702,-7.137150640462132,11.35727444891473,2.7662935,10.9365425,0.07615979,91.4365759558332,2006-Mar-02 04:34:21.035,26.506306,-65.515236,204.4205057960524,-7.142575365254829,56,3.684507351680384e-05,70.0,7.0,298.0832376160162,108871.92170687376,2006,2304.083237616016,2602.166475232032
98,98,55,55,55,403,6052387619118482432,247.50002480610118,-21.16029529239105,10.858484535308408,2.748639,10.875545,0.044007692,91.94941877008918,2006-Dec-27 01:40:31.454,-2.0823047,-90.1946,247.49985142222104,-21.16780537970461,583,5.135821223422497e-05,403.0,7.0,299.7551051904907,109482.55461977483,2006,2305.7551051904907,2605.5102103809813
99,99,49,49,49,361,6247046875683556480,239.07557926699425,-19.7714476323352,7.490893167541953,1.6663141,10.82089,0.01481991,92.41383662276894,2006-Nov-21 23:18:38.841,-1.2498125,-43.105556,239.07547467527405,-19.775054960922922,520,4.1761777692043896e-05,361.0,7.0,301.26910739022674,110035.52878320642,2006,2307.269107390227,2608.538214780454
100,100,96,96,96,1108,4117664281521350272,263.6489989886772,-21.8872427881398,12.042249810260925,3.1937475,10.793994,0.07922709,92.64411344330782,2007-Dec-29 07:53:46.603,-9.192527,-74.41062,263.64822778661545,-21.89348542696657,847,0.0005095964345421814,1108.0,20.0,302.0198098251835,110309.71534055001,2007,2309.0198098251835,2611.039619650367
101,101,63,63,63,480,4115484808910638208,257.10480003246147,-22.158376105837537,10.840242523673256,2.611889,10.753562,0.03989102,92.99244310467778,2007-Mar-02 21:32:33.932,-347.21573,-349.3473,257.0755610338426,-22.187794602999066,654,0.0002737442665466392,480.0,14.0,303.1553645212495,110724.46533774117,2007,2310.1553645212493,2613.3107290424987
102,102,33,33,33,249,6299045632415010560,218.82017207882475,-14.487886187890801,10.341603678387832,2.8955898,10.713433,0.0939367,93.34075969865715,2006-Sep-09 00:15:01.610,-62.551613,-7.5921910000000015,218.81488488428693,-14.488527920215736,363,3.6883921682098765e-05,249.0,7.0,304.2908766176223,111139.19977582038,2006,2310.2908766176224,2614.581753235245
103,103,28,28,28,200,3617773072226845184,204.73443083863626,-9.348272298154674,9.280658141485091,2.4863472,10.710403,0.022492789,93.36716449380768,2006-Jul-16 20:06:54.225,-21.809309,-24.277033,204.7325868785241,-9.350324902398512,248,4.0725067515432095e-05,200.0,7.0,304.376956249813,111170.6395006817,2006,2310.376956249813,2614.7539124996256
104,104,126,126,126,1992,4079749787668812288,281.79206844609723,-21.2978833725882,10.59455254198951,2.5807934,10.883807,0.03747894,91.87961374629694,2011-Feb-22 01:14:48.134,61.69656,24.562624,281.797201733222,-21.295839709187728,1265,0.00424194637345679,1992.0,90.0,299.527540812928,109399.43900651383,2011,2310.5275408129282,2610.0550816258565
105,105,19,19,19,133,3679162890919335424,193.4357895569324,-4.033429415227035,11.088880700795203,2.8689327,10.694642,0.0591491,93.50476563304649,2006-Apr-19 20:40:34.873,-196.51033,-19.809635,193.41915027508603,-4.035106772862148,147,0.00032774227859224965,133.0,11.0,304.8255359637315,111334.4787553933,2006,2310.8255359637315,2615.651071927463
106,106,82,82,82,860,4068998797424428672,267.12743059524985,-22.174909132057948,10.249266686468793,2.5396585,10.72749,0.068450235,93.21844722035804,2008-Jan-24 14:02:08.786,11.444059,24.425682,267.12839664037523,-22.17284724909061,872,0.00028454258294753084,860.0,18.0,303.8921379383672,110993.56446060925,2008,2311.8921379383673,2615.7842758767347
107,107,62,62,62,466,4115484808910637568,257.1057310642221,-22.159128034161586,11.671388887485158,2.820177,10.678502,0.07403304,93.64609307970257,2007-Mar-02 21:32:33.932,-344.01685,-347.2466,257.0765578138321,-22.18857517461849,654,0.0002737442665466392,466.0,14.0,305.28626343983035,111502.75485876364,2007,2312.2862634398302,2617.5725268796605
108,108,85,85,85,910,4069559823118912384,270.0449998519208,-22.18936154457003,9.978405764323721,2.48378,10.699038,0.038419235,93.46635107606424,2008-Feb-23 04:47:00.735,44.335014,-94.98343,270.04875232502576,-22.19740085092531,893,0.0008274747620884772,910.0,20.0,304.7003045079694,111288.73921849075,2008,2312.7003045079696,2617.400609015939
109,109,30,30,30,228,3614210963790384384,210.61120161702,-11.597268970547535,5.6244450214392625,1.0747366000000005,10.577657,0.038984653,94.538896848454,2006-Aug-09 03:32:21.559,-105.49975,-70.17684,210.6021697527949,-11.603276830442312,296,3.800435635288066e-05,228.0,7.0,308.19680372596,112565.80059286964,2006,2314.19680372596,2622.3936074519197
110,110,23,23,23,165,3629573512052393728,196.9639060166096,-5.925709344206751,11.067627533468599,2.5634909,10.573851,0.048053443,94.57292663097842,2006-Jun-08 18:33:54.244,-121.453804,-27.17304600000001,196.95350457830799,-5.928036473973433,182,5.563512731481481e-05,165.0,7.0,308.3077408169896,112606.3192559973,2006,2314.3077408169897,2622.6154816339795
111,111,89,89,89,992,4070477262515266432,268.16059007225067,-21.8522957630885,13.230113130506165,0.6444149,10.637427,0.15651086,94.00769274147356,2008-Feb-04 18:49:13.280,-65.11139,-56.607708,268.15504718809984,-21.857114735182492,881,0.00029215668938614546,992.0,17.0,306.4650783372038,111933.30521188032,2008,2314.465078337204,2620.930156674408
112,112,54,54,54,396,6244570015285749888,244.5274735595337,-20.72903409733155,13.70408923055279,3.7935333,10.519895,0.19970436,95.05798660835657,2006-Dec-14 00:10:49.167,-25.973522,-84.326126,244.52523774947812,-20.736292920348397,561,4.667767811213992e-05,396.0,7.0,309.8890363432424,113183.87163400586,2006,2315.8890363432424,2625.778072686485
113,113,56,56,56,410,6051662280738437504,248.4999335419406,-21.380165410235872,6.799476012035711,1.393404,10.475171,0.018014885,95.46383457484984,2006-Dec-31 12:10:18.338,-19.46777,3.2649589,248.4982505946275,-21.37988316148088,590,4.6229316700960217e-05,410.0,7.0,311.2121007140105,113667.10766478519,2006,2317.2121007140104,2628.4242014280208
114,114,71,71,71,623,6052454070850824448,248.6941941356781,-20.885232844752725,10.38531357346747,3.0619354,10.486804,0.040278316,95.357937384068,2007-Jul-02 14:12:58.136,-133.3438,-81.41404,248.68267963501927,-20.892263108195344,721,0.0003241445366083676,623.0,14.0,310.86687587206166,113541.0177435118,2007,2317.8668758720614,2628.733751744123
115,115,102,102,102,1245,4070353425701626880,269.0780778227189,-22.017649067532147,14.422634864155686,1.0573635,10.488781,0.31754994,95.33996394346607,2008-Feb-11 18:44:52.045,69.81291999999999,-34.875865999999995,269.0841051702184,-22.02066009993841,886,0.0003929682141632372,1245.0,21.0,310.8082824556994,113519.61708411964,2008,2318.8082824556996,2629.616564911399
116,116,135,135,135,3436,4083653603675326080,288.2881495233794,-20.421882979884863,2.9059385355296463,0.5980449000000001,10.801021,0.026148558,92.5838432286383,2017-Mar-25 10:20:46.104,25.171082,-5.7525377,288.2902598638521,-20.42236527196143,1627,0.05824226707175927,3436.0,468.0,301.82332892536084,110237.95265669879,2017,2318.823328925361,2620.6466578507216
117,117,122,122,122,1796,4090252352763963904,276.35714789949964,-21.45490255198337,7.1072082477776695,1.4655571000000005,10.520777,0.015129281,95.05001616231716,2009-Mar-02 07:36:16.324,-24.966322,19.076252,276.3549989697993,-21.453260599093827,1056,0.0009245489594050068,1796.0,28.0,309.86305268915396,113174.3813641866,2009,2318.863052689154,2628.7261053783077
118,118,111,111,111,1492,4093778593965230464,272.717678372222,-21.805871490069734,10.807629082274305,2.5653954,10.498674,0.04309636,95.25012040523012,2009-Jan-10 22:39:42.565,-59.378292,-92.86264,272.71255673654855,-21.813881296263236,1029,0.00044368811085390946,1492.0,20.0,310.51539252105016,113412.64196438836,2009,2319.51539252105,2630.0307850421004
119,119,50,50,50,368,6246984478398822656,239.35690438054328,-19.85994012636205,9.681944150730267,2.456994,10.38604,0.024994286,96.28309015006771,2006-Nov-22 23:55:37.804,-80.05879,-50.37183,239.34992407391758,-19.86433203397537,522,4.193565672153636e-05,368.0,7.0,313.8828738892207,114642.58085929898,2006,2319.8828738892207,2633.7657477784414
120,120,121,121,121,1768,4090252352764975744,276.3546193908596,-21.455790580829195,8.527150108763943,1.9899654,10.482643,0.019259905,95.3957878602397,2009-Mar-02 07:36:16.324,-25.808748,17.826906,276.3523898697581,-21.45425058116785,1056,0.0009245489594050068,1768.0,28.0,310.9902684243814,113586.08563932106,2009,2319.9902684243816,2630.980536848763
121,121,134,134,134,3359,4083653599374456832,288.2849069412486,-20.42103810624797,10.452149050246756,2.5254526000000004,10.742722,0.034025673,93.08628122181429,2017-Mar-25 10:20:46.104,25.300863,-6.4115043,288.28703967414106,-20.421578563144628,1627,0.05778142361111111,3359.0,462.0,303.46127678311456,110836.19673226477,2017,2320.4612767831145,2623.922553566229
122,122,76,76,76,803,4114988551237882880,259.4415812791177,-21.979567435146734,13.135823179620385,3.4141026,10.391203,0.15798414,96.23524889853731,2007-Nov-30 08:46:40.671,-19.541174,-29.737818,259.43987833549323,-21.982158979919767,816,7.908964013203019e-05,803.0,7.0,313.7269114092316,114585.61712310776,2007,2320.7269114092314,2634.453822818463
123,123,37,37,37,277,6310722995656827904,220.93455612489052,-15.180875246653555,8.085540708693385,1.7634859,10.3379135,0.027262889,96.73131804834057,2006-Sep-16 17:57:42.896,-131.49445,43.547295,220.92303778310628,-15.177060692965634,380,3.688070666152264e-05,277.0,7.0,315.34409683759026,115176.27792896147,2006,2321.3440968375903,2636.6881936751806
124,124,53,53,53,389,6244608743007022208,243.84506720117128,-20.68512330541698,11.498222910436835,-0.102809906,10.332651,0.05915957700000001,96.78058289346049,2006-Dec-11 04:26:37.363,-17.503584,-52.65519000000001,243.84353318244573,-20.68973802015968,556,4.588504158093279e-05,389.0,7.0,315.50470023268116,115234.93671298448,2006,2321.504700232681,2637.009400465362
125,125,11,11,11,77,3631652825978882688,202.8121118830117,-6.533838833942287,12.931413581837704,3.345604,10.329781,0.1627286,96.80747740860966,2006-Mar-07 23:46:53.560,77.52483000000002,-16.008343,202.8189080680284,-6.535242199211561,69,3.447989004629629e-05,77.0,7.0,315.59237635206745,115266.95953882912,2006,2321.5923763520673,2637.1847527041346
126,126,138,138,138,4397,4082930223797532160,289.04114394438886,-20.2450980526114,10.522338334183678,2.7900677000000003,10.721779,0.03215745,93.26810524255957,2019-Mar-15 13:34:39.975,-13.08716,-12.78871,289.04003860914844,-20.246178180868927,1693,0.020986281909079217,4397.0,171.0,304.0540230907442,111052.69139366341,2019,2323.054023090744,2627.108046181488
127,127,65,65,65,512,4127572427427088000,255.5997272131448,-21.714311208640428,7.2926861462420085,1.5508451,10.297556,0.013964546,97.11042187414623,2007-Feb-14 09:49:57.096,-106.0327,-103.311615,255.5904028086251,-21.723396323831512,644,0.0004978689771947874,512.0,36.0,316.5799753097167,115627.67018212093,2007,2323.5799753097167,2640.1599506194334
128,128,79,79,79,824,4114784385663629952,261.2592812127419,-22.10958243775964,10.068395088222276,3.0128574,10.268543,0.029582053,97.38479707352265,2007-Dec-12 07:17:59.072,-33.691704,5.5500607,261.25631002849167,-22.1090929922515,829,7.543442965534979e-05,824.0,7.0,317.4744384596838,115954.36390301492,2007,2324.474438459684,2641.9488769193676
129,129,125,125,125,1955,4079604445952559488,280.52818297168903,-21.386334128015235,13.576580822329595,3.4752502,10.328986,0.21044403,96.81492295023224,2010-Mar-27 03:09:15.329,-23.427952,-124.28667,280.526129011257,-21.397230509312962,1182,0.0021164142875514397,1955.0,37.0,315.6166488177571,115275.82481419761,2010,2325.616648817757,2641.2332976355137
130,130,115,115,115,1572,4090742460071005952,273.81961676203144,-21.870357375264707,7.434469008797508,1.667758,10.275348,0.015962327,97.32030761940041,2009-Jan-23 04:02:03.929,14.556295,-43.832455,273.82089959401736,-21.874220286353086,1037,0.0004282316315157752,1572.0,20.0,317.26420283924534,115877.57744500597,2009,2326.264202839245,2643.5284056784903
131,131,29,29,29,214,3617256542279902848,205.95752169994668,-9.86329975387033,4.7148955138223805,0.7431364,10.159877,0.016288904,98.4263901403148,2006-Jul-21 20:22:49.239,0.39947963,-62.608574,205.95755730581985,-9.868880095864096,258,3.9922384044924546e-05,214.0,7.0,320.8700318574262,117194.57043560637,2006,2326.870031857426,2647.740063714852
132,132,97,97,97,1128,4117232860703242240,264.6867311823981,-21.912716813302026,0.9997166081972928,1.0437021,10.199705,0.32295275,98.042050025217,2008-Jan-06 06:41:23.085,-33.56608,-6.6683410000000025,264.6837510989028,-21.913308845928558,855,0.0003737007298096707,1128.0,19.0,319.6170830822074,116736.94342494544,2008,2327.6170830822075,2647.234166164415
133,133,130,130,130,2198,4079642310438157056,279.5220978861617,-21.397277587881508,5.9132149761585975,1.0420284,10.256211,0.082518406,97.50189154837496,2010-Feb-21 05:13:21.548,31.535046,-56.39236999999999,279.5248822241422,-21.40225666464533,1174,0.0019321053294324426,2198.0,35.0,317.8561664477023,116093.7862333588,2010,2327.8561664477024,2645.712332895405
134,134,114,114,114,1552,4090742464460455552,273.8182335961153,-21.870231894668283,11.409156043385648,2.9501324,10.178473,0.064799555,98.24655953492693,2009-Jan-23 04:02:03.929,13.468656,-45.967476,273.81943187262334,-21.87432151936309,1037,0.0004282316315157752,1552.0,20.0,320.28378408386175,116980.44929878967,2009,2329.283784083862,2649.567568167724
135,135,64,64,64,494,4127572427427090560,255.59806250170647,-21.713141109064274,10.867270378347023,2.7295694,10.104323,0.05044038,98.96753713090072,2007-Feb-14 09:49:57.096,-105.99108,-102.502785,255.58856350948685,-21.72232747779698,644,0.0004978689771947874,494.0,36.0,322.63417104673636,117838.90463311,2007,2329.6341710467364,2652.2683420934727
136,136,103,103,103,1266,4070351883838806400,269.16678360523497,-21.99828820895569,7.002344961058839,2.2930994,10.00231,0.048525855,99.97690734199692,2008-Feb-13 06:36:31.736,-7.516939,-40.17323,269.1661030612804,-22.001925280865702,887,0.000397129120584705,1266.0,21.0,325.92471793490995,119040.74397854651,2008,2333.92471793491,2659.84943586982
137,137,136,136,136,3669,4082923283128273536,288.6766478345478,-20.430842007889247,12.202941302387295,3.0662994,10.212101,0.11541485,97.92304264297779,2018-Mar-20 20:46:29.802,-40.885098,-19.856884,288.67302235563164,-20.43260281362749,1660,0.014973124571330591,3669.0,138.0,319.2291190161076,116595.24342944313,2018,2337.2291190161077,2656.4582380322154
138,138,133,133,133,2736,4082316116509482752,285.9506066890752,-20.73015445421329,5.32035089652717,0.97969437,10.066591,0.09337866,99.33849243424288,2014-Mar-03 18:45:21.406,47.09325,37.31957,285.95484303754887,-20.72679731286712,1490,0.024490717699759943,2736.0,208.0,323.8434853356318,118280.59458398615,2014,2337.8434853356316,2661.686970671263
