,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,source_id,ra,dec,g_abs,bp_rp,parallax,parallax_error,dist,date,pmra,pmdec,adv_ra,adv_dec,eph_pt,time_total,num,num_hit,reach_time_years,reach_time_days,year,reach_year,return_year
56,56,5,5,5,35,3619804557398013056,207.00771654646928,-8.025475152241839,3.1885776268736343,0.7261629,13.238162,0.1251536,75.53918715640175,2006-Feb-18 11:04:53.948,-123.93594,-109.09378999999998,206.99923871006686,-8.032937711218054,35,5.213584533607682e-05,35.0,7.0,246.2577501298697,89943.18065743361,2006,2252.2577501298697,2498.5155002597394
57,57,4,4,4,28,3619804557398012544,207.0113889985659,-8.030281444844709,10.729145946424666,2.8030443,12.928548,0.04507386,77.34820730767713,2006-Feb-18 11:04:53.948,-116.23606,-111.186005,207.00324745813657,-8.038069263387461,35,5.213584533607682e-05,28.0,7.0,252.15515582302743,92097.14911280254,2006,2258.1551558230276,2510.310311646055
58,58,137,137,137,3738,4083676384182912128,288.72357786553044,-20.32340509392935,9.784625017921293,2.6173449,13.388075,0.026128212,74.69333786565919,2018-Mar-20 20:46:29.802,13.846607999999998,-35.069786,288.7245144365532,-20.32577717993217,1660,0.07376409143518517,3738.0,630.0,243.50028144204893,88936.04279389395,2018,2261.500281442049,2505.000562884098
59,59,48,48,48,354,6255065407827891200,233.1908465397021,-18.510524973104644,10.22734293948573,2.7417154,12.578888,0.0395288,79.49828353773185,2006-Oct-30 18:01:39.209,-46.206192,-28.272224,233.1875201480881,-18.512560295344734,475,3.2252684542181066e-05,354.0,7.0,259.1644043330058,94657.20703858703,2006,2265.1644043330057,2524.3288086660114
60,60,90,90,90,1009,4070476570992911104,268.1983687064624,-21.851495472542087,10.636274196448873,2.4390774,12.659134,0.030336672,78.99434566535163,2008-Feb-04 18:49:13.280,63.14524,40.74443,268.20288572711684,-21.848580867545305,881,0.00029215668938614546,1009.0,17.0,257.5215668690463,94057.17708325047,2008,2265.521566869046,2523.0431337380924
61,61,32,32,32,242,6300344529308365952,215.3325901445387,-13.263741453168642,10.547964305245607,2.7934904,12.515984,0.07353082,79.8978357142204,2006-Aug-27 05:31:33.306,-79.12657,-63.7619,215.3268651798637,-13.268354753455734,335,3.7078564386145396e-05,242.0,7.0,260.4669444283585,95132.94678301366,2006,2266.4669444283586,2526.933888856717
62,62,35,35,35,263,6310952896667249024,220.1861646192173,-14.971901811235965,10.949030176366005,3.1223516,12.457952,0.07092362,80.27001841598351,2006-Sep-14 00:25:33.289,24.236933,-74.02172,220.1879263780894,-14.977282377532037,374,3.687266911008231e-05,263.0,7.0,261.68026003610623,95576.09817558744,2006,2267.680260036106,2529.3605200722122
63,63,22,22,22,158,3678131518947878784,194.3902590898245,-4.712775350835765,10.556295085998716,2.936613,12.370747,0.06061032,80.83586474769473,2006-May-20 08:34:22.973,-121.0229,3.1930716,194.38140004083832,-4.7125416134443325,160,8.541157621742111e-05,158.0,7.0,263.5249190774848,96249.84144386055,2006,2269.524919077485,2533.0498381549696
64,64,112,112,112,1512,4093778898874614016,272.84210864942816,-21.814620122331416,13.281805612761898,3.7304173,12.510781,0.33897486,79.93105921749469,2009-Jan-12 10:16:07.302,3.1758952000000003,-50.615623,272.84233852730625,-21.818283786066512,1030,0.000440664250042867,1512.0,20.0,260.57525304903265,95172.5054236287,2009,2269.5752530490327,2530.1505060980653
65,65,108,108,108,1396,4090984524425844608,275.64882132971064,-21.627685362758736,10.641564706589213,2.588214,12.48581,0.03449969,80.09091741640005,2009-Feb-15 17:38:30.031,-32.262924,-58.22049300000001,275.64648140198784,-21.631907910768515,1050,0.002132876800411523,1396.0,70.0,261.09639077746414,95362.845767561,2009,2270.096390777464,2531.192781554928
66,66,93,93,93,1056,4117849136843459840,263.14747215711554,-21.705924446665783,11.628760456717535,3.073389,12.33763,0.06543498,81.05284223637686,2007-Dec-27 09:18:04.282,-1.2747209,-73.49095,263.1473785952647,-21.71131852893456,845,0.0007577498070987654,1056.0,14.0,264.2322656905886,96508.19272083057,2007,2271.2322656905885,2535.464531381177
67,67,59,59,59,431,4126240570936259584,253.4638417895553,-21.889575221455708,12.65649536816975,3.4416094,12.335031,0.11383174,81.06992483580568,2007-Jan-27 13:24:11.351,3.525357,-23.82069,253.46410059792737,-21.891323978823294,627,0.00011914477773491084,431.0,11.0,264.2879549647265,96528.53267131672,2007,2271.2879549647264,2535.575909929453
68,68,117,117,117,1652,4090288881521456896,277.3784340871761,-21.681975269298896,6.4292273168193255,1.2456455,12.444856,0.016690088,80.35448742112364,2010-Jan-17 00:52:40.004,10.62033,-17.572979,277.3792068809021,-21.6832539760886,1158,0.0013439926000943072,1652.0,27.0,261.955628992863,95676.67393335329,2010,2271.9556289928632,2533.9112579857265
69,69,83,83,83,878,4068983988285502464,267.3147411113227,-22.255783841955967,10.432061034035847,2.2131329,12.334069,0.05013312,81.07624333605062,2008-Jan-25 18:19:01.420,107.51342,77.44628,267.32263465000574,-22.2500978055732,873,0.00024964447230795613,878.0,16.0,264.308553275525,96536.05599835276,2008,2272.308553275525,2536.61710655105
70,70,119,119,119,1712,4090298085576101504,277.54732065019067,-21.475642484661197,7.500604575006758,1.6350918,12.169378,0.013644337,82.17346662572787,2010-Jan-20 00:00:00.000,-68.02354,-56.056034,277.5422588352476,-21.479813765439047,1160,0.0015121446062671474,1712.0,30.0,267.88550119987286,97842.50045824157,2010,2277.885501199873,2545.771002399746
71,71,69,69,69,578,4126278916405269760,253.75402914166642,-21.54147104835064,13.953926241639538,3.8961563,12.009619,0.22694355,83.26658989384418,2007-Jan-31 05:30:12.170,-44.296177,-8.679909,253.7506890954929,-21.542125535894183,631,0.00040119357638888887,578.0,34.0,271.44908305393204,99144.06309461815,2007,2278.449083053932,2549.898166107864
72,72,3,3,3,21,3619803629685075840,207.0852348620924,-8.039467983415719,9.887568728887839,2.7829962000000004,11.934893,0.2820635,83.78793416543597,2006-Feb-17 17:29:24.815,-60.055195,62.36775600000001,207.08067819280154,-8.034735849273341,34,5.378180191186557e-05,21.0,7.0,273.14866537932124,99764.8185431433,2006,2279.1486653793213,2552.2973307586426
73,73,47,47,47,347,6258004677286104832,231.31884456910402,-18.02508983157021,11.948575028827696,3.1385784,11.9297085,0.06318596,83.82434504636025,2006-Oct-24 02:15:56.139,-27.129051,-142.2874,231.3167852662525,-18.035890535393,461,3.838600608710563e-05,347.0,7.0,273.2673648511344,99808.17233822834,2006,2279.2673648511345,2552.534729702269
74,74,18,18,18,126,3679089399733170176,194.3822152393798,-3.845150835852132,10.985483752262203,2.8322897,11.928732,0.05286527,83.83120744485491,2006-Apr-11 15:15:53.252,-58.016712,-111.80513,194.3778109658638,-3.853638396667924,139,8.016225137174209e-05,126.0,7.0,273.28973627022697,99816.3432753377,2006,2279.289736270227,2552.579472540454
