,date,ra,dec
64,2012-Dec-19 22:51:54.751,281.78999,-21.21111
65,2012-Dec-23 01:02:20.446,281.9271,-21.20099
66,2012-Dec-26 02:43:12.126,282.064,-21.19056
67,2012-Dec-29 04:05:12.099,282.20072,-21.17985
68,2013-Jan-01 05:18:19.593,282.33724,-21.16884
69,2013-Jan-04 06:32:13.109,282.47358,-21.15754
70,2013-Jan-07 07:56:34.978,282.60972,-21.14595
71,2013-Jan-10 09:41:40.138,282.74565,-21.13406
72,2013-Jan-13 11:58:46.598,282.88136,-21.12189
73,2013-Jan-16 15:00:25.585,283.01683,-21.10942
74,2013-Jan-19 18:59:56.050,283.15207,-21.09664
0,2013-Jan-20 00:00:00.000,283.16089,-21.0958
1,2013-Jan-23 05:16:37.314,283.29586,-21.08269
2,2013-Jan-26 12:01:33.087,283.43056,-21.06927
3,2013-Jan-29 20:32:16.964,283.56496,-21.0555
4,2013-Feb-02 07:09:15.756,283.69903,-21.04139
5,2013-Feb-05 20:17:24.570,283.8327,-21.0269
6,2013-Feb-09 12:28:27.794,283.9659,-21.01203
7,2013-Feb-13 08:23:59.834,284.09851,-20.99675
8,2013-Feb-17 08:58:26.736,284.23044,-20.98101
9,2013-Feb-21 15:23:44.008,284.3615,-20.96476
10,2013-Feb-26 05:19:48.625,284.49145,-20.94793
11,2013-Mar-03 05:15:02.850,284.61981,-20.9304
12,2013-Mar-08 19:10:50.112,284.74572,-20.91203
13,2013-Mar-15 06:36:11.398,284.86738,-20.89257
14,2013-Mar-23 08:06:05.424,284.98035,-20.8715
15,2013-Apr-04 03:20:00.541,285.06618,-20.84773
16,2013-May-11 14:18:27.527,284.71358,-20.83478
17,2013-May-18 01:06:46.965,284.56573,-20.842
18,2013-May-23 14:14:06.343,284.42173,-20.85014
19,2013-May-28 14:21:16.698,284.27978,-20.85892
20,2013-Jun-02 05:38:20.782,284.13912,-20.86818
21,2013-Jun-06 14:30:38.275,283.99941,-20.87781
22,2013-Jun-10 18:36:54.214,283.86046,-20.88775
23,2013-Jun-14 19:08:58.303,283.72211,-20.89793
24,2013-Jun-18 17:01:17.758,283.58427,-20.90834
25,2013-Jun-22 12:56:34.960,283.44685,-20.91894
26,2013-Jun-26 07:28:55.315,283.30979,-20.92973
27,2013-Jun-30 01:06:05.965,283.17305,-20.9407
28,2013-Jul-03 18:13:34.035,283.03665,-20.95183
29,2013-Jul-07 11:16:58.247,282.9006,-20.96313
30,2013-Jul-11 04:42:34.678,282.76489,-20.97458
31,2013-Jul-14 22:57:47.378,282.62954,-20.9862
32,2013-Jul-18 18:31:48.096,282.49457,-20.99799
33,2013-Jul-22 15:56:11.769,282.35999,-21.00996
34,2013-Jul-26 15:45:39.828,282.22585,-21.02214
35,2013-Jul-30 18:41:18.474,282.09222,-21.03455
36,2013-Aug-04 01:37:13.914,281.95926,-21.04722
37,2013-Aug-08 13:46:54.993,281.82713,-21.06018
38,2013-Aug-13 08:53:08.402,281.6961,-21.0735
39,2013-Aug-18 13:26:20.882,281.56656,-21.08727
40,2013-Aug-24 07:20:03.760,281.43916,-21.10165
41,2013-Aug-30 21:20:47.086,281.31544,-21.11687
42,2013-Sep-07 21:59:53.216,281.19924,-21.13335
43,2013-Sep-19 04:02:38.681,281.10457,-21.15214
44,2013-Oct-16 09:31:55.072,281.21578,-21.17373
45,2013-Oct-27 02:10:16.212,281.38709,-21.17199
46,2013-Nov-03 05:49:31.653,281.53831,-21.16742
47,2013-Nov-09 04:07:42.700,281.68427,-21.16155
48,2013-Nov-14 09:58:26.527,281.82758,-21.15479
49,2013-Nov-19 05:03:26.968,281.96933,-21.14736
50,2013-Nov-23 16:26:02.771,282.11004,-21.13934
51,2013-Nov-27 21:59:17.269,282.24997,-21.13082
52,2013-Dec-01 23:00:35.215,282.38928,-21.12184
53,2013-Dec-05 20:27:03.412,282.52807,-21.11245
54,2013-Dec-09 15:03:45.771,282.6664,-21.10268
55,2013-Dec-13 07:26:44.793,282.80435,-21.09255
56,2013-Dec-16 22:04:12.614,282.94198,-21.08206
57,2013-Dec-20 11:18:51.601,283.07932,-21.07124
58,2013-Dec-23 23:29:58.135,283.21638,-21.06009
59,2013-Dec-27 10:54:46.342,283.35319,-21.04861
60,2013-Dec-30 21:49:25.179,283.48974,-21.03681
61,2014-Jan-03 08:29:51.507,283.62602,-21.0247
62,2014-Jan-06 19:12:32.123,283.76203,-21.01228
63,2014-Jan-10 06:13:51.831,283.89778,-20.99955
64,2014-Jan-13 17:49:38.556,284.03327,-20.9865
65,2014-Jan-17 06:15:44.426,284.1685,-20.97312
0,2014-Jan-20 00:00:00.000,284.27239,-20.9626
1,2014-Jan-23 14:37:40.572,284.40711,-20.94863
2,2014-Jan-27 06:57:52.589,284.54148,-20.93432
3,2014-Jan-31 01:26:01.277,284.67545,-20.91965
4,2014-Feb-03 22:33:56.360,284.80896,-20.90461
5,2014-Feb-07 23:01:01.063,284.94196,-20.88918
6,2014-Feb-12 03:35:09.114,285.07436,-20.87331
7,2014-Feb-16 13:17:35.021,285.20602,-20.85697
8,2014-Feb-21 05:31:31.577,285.33675,-20.8401
9,2014-Feb-26 06:17:34.580,285.46616,-20.82265
10,2014-Mar-03 18:45:21.406,285.59366,-20.8045
11,2014-Mar-10 00:20:11.972,285.71821,-20.78548
12,2014-Mar-17 09:19:27.893,285.83752,-20.76528
13,2014-Mar-26 22:20:59.739,285.94466,-20.74336
14,2014-Apr-11 18:32:36.867,285.99928,-20.71899
15,2014-Jun-25 15:32:06.393,284.46803,-20.80706
16,2014-Jun-29 19:23:53.344,284.33127,-20.81894
17,2014-Jul-03 22:24:51.419,284.19495,-20.831
18,2014-Jul-08 01:11:50.955,284.05904,-20.84324
19,2014-Jul-12 04:19:29.183,283.92352,-20.85568
20,2014-Jul-16 08:21:06.109,283.78839,-20.86831
21,2014-Jul-20 13:50:41.483,283.65368,-20.88114
22,2014-Jul-24 21:28:14.052,283.51948,-20.89418
23,2014-Jul-29 08:03:38.523,283.38586,-20.90744
24,2014-Aug-02 22:39:25.009,283.25294,-20.92096
25,2014-Aug-07 18:35:50.544,283.12087,-20.93478
26,2014-Aug-12 21:40:01.477,282.98983,-20.94897
27,2014-Aug-18 10:23:08.094,282.86026,-20.9636
28,2014-Aug-24 12:48:41.003,282.73295,-20.9788
29,2014-Aug-31 12:20:30.515,282.60944,-20.99477
30,2014-Sep-09 00:38:05.775,282.49341,-21.01194
31,2014-Sep-20 22:34:51.675,282.39878,-21.03118
32,2014-Oct-19 20:31:01.472,282.51365,-21.05079
33,2014-Oct-31 00:19:24.133,282.68411,-21.0471
34,2014-Nov-07 12:51:58.054,282.83468,-21.04097
35,2014-Nov-13 19:26:20.184,282.98019,-21.03361
36,2014-Nov-19 08:59:59.967,283.12318,-21.0254
37,2014-Nov-24 11:19:02.108,283.26459,-21.01651
38,2014-Nov-29 05:39:49.165,283.40487,-21.00707
39,2014-Dec-03 18:08:48.735,283.54431,-20.99714
40,2014-Dec-08 02:11:14.714,283.68311,-20.98676
41,2014-Dec-12 06:46:25.805,283.82141,-20.97595
42,2014-Dec-16 08:39:02.231,283.95927,-20.96476
43,2014-Dec-20 08:25:30.869,284.09673,-20.95319
44,2014-Dec-24 06:37:12.788,284.23381,-20.94126
45,2014-Dec-28 03:42:32.561,284.37053,-20.92899
46,2015-Jan-01 00:07:23.102,284.50692,-20.91638
47,2015-Jan-04 20:14:26.523,284.643,-20.90343
48,2015-Jan-08 16:24:11.187,284.77879,-20.89013
49,2015-Jan-12 12:56:38.812,284.91427,-20.87649
50,2015-Jan-16 10:12:55.141,285.04942,-20.86251
0,2015-Jan-20 00:00:00.000,285.17203,-20.8495
1,2015-Jan-23 23:47:47.784,285.30646,-20.83486
2,2015-Jan-28 01:38:23.599,285.44046,-20.81985
3,2015-Feb-01 06:07:07.608,285.57401,-20.80445
4,2015-Feb-05 13:54:41.404,285.70705,-20.78865
5,2015-Feb-10 01:51:34.521,285.83946,-20.77241
6,2015-Feb-14 19:04:35.264,285.97109,-20.7557
7,2015-Feb-19 19:07:14.365,286.10168,-20.73849
8,2015-Feb-25 04:18:33.187,286.23087,-20.72069
9,2015-Mar-03 02:12:24.405,286.35813,-20.70219
10,2015-Mar-09 18:41:47.602,286.48234,-20.68283
11,2015-Mar-17 17:15:40.102,286.60089,-20.66234
12,2015-Mar-28 03:05:31.243,286.70555,-20.64027
13,2015-Apr-15 10:00:32.955,286.7444,-20.6164
14,2015-May-29 20:31:16.661,286.11342,-20.64227
15,2015-Jun-04 13:49:03.283,285.97212,-20.65324
16,2015-Jun-09 21:32:40.769,285.83218,-20.66465
17,2015-Jun-14 22:31:09.853,285.69323,-20.67643
18,2015-Jun-19 18:39:13.545,285.55511,-20.6885
19,2015-Jun-24 11:24:14.010,285.41767,-20.70082
20,2015-Jun-29 01:53:52.133,285.2808,-20.71338
21,2015-Jul-03 15:02:11.246,285.14443,-20.72617
22,2015-Jul-08 03:34:29.383,285.0085,-20.73918
23,2015-Jul-12 16:12:06.678,284.87304,-20.75239
24,2015-Jul-17 05:39:01.571,284.73806,-20.7658
25,2015-Jul-21 20:42:42.222,284.60366,-20.77942
26,2015-Jul-26 14:20:35.509,284.46985,-20.79327
27,2015-Jul-31 11:36:27.132,284.3367,-20.80738
28,2015-Aug-05 13:47:16.045,284.20432,-20.82179
29,2015-Aug-10 22:33:54.916,284.07297,-20.83653
30,2015-Aug-16 16:27:09.408,283.94307,-20.85168
31,2015-Aug-22 23:25:46.617,283.81526,-20.86733
32,2015-Aug-30 02:15:45.282,283.69071,-20.88369
33,2015-Sep-07 14:14:24.723,283.57231,-20.90105
34,2015-Sep-18 22:26:28.703,283.47016,-20.91998
35,2015-Oct-10 19:18:26.448,283.46476,-20.94074
36,2015-Nov-04 05:27:00.426,283.75293,-20.93655
37,2015-Nov-11 22:56:34.377,283.90264,-20.929
38,2015-Nov-18 11:00:11.382,284.04747,-20.92035
39,2015-Nov-24 06:22:02.113,284.18982,-20.91092
40,2015-Nov-29 14:48:40.132,284.33066,-20.90083
41,2015-Dec-04 15:28:52.550,284.47047,-20.89019
42,2015-Dec-09 10:21:59.633,284.60948,-20.87906
43,2015-Dec-14 00:53:41.880,284.74782,-20.86749
44,2015-Dec-18 12:09:35.429,284.88558,-20.85551
45,2015-Dec-22 21:01:57.325,285.02285,-20.84313
46,2015-Dec-27 04:12:14.859,285.1597,-20.83036
47,2015-Dec-31 10:13:36.814,285.29618,-20.81722
48,2016-Jan-04 15:35:26.070,285.43227,-20.80372
49,2016-Jan-08 20:46:29.903,285.56799,-20.78985
50,2016-Jan-13 02:16:15.936,285.70331,-20.77564
51,2016-Jan-17 08:36:02.324,285.83821,-20.76106
0,2016-Jan-20 00:00:00.000,285.92072,-20.75194
1,2016-Jan-24 08:50:21.294,286.05495,-20.73675
2,2016-Jan-28 20:00:16.402,286.18871,-20.72118
3,2016-Feb-02 10:12:14.612,286.32193,-20.7052
4,2016-Feb-07 04:20:31.244,286.4545,-20.68879
5,2016-Feb-12 03:37:17.809,286.58624,-20.67194
6,2016-Feb-17 09:42:06.186,286.71698,-20.65458
7,2016-Feb-23 00:52:45.655,286.84642,-20.63664
8,2016-Feb-29 04:33:01.000,286.97403,-20.61804
9,2016-Mar-07 02:26:10.216,287.09869,-20.59866
10,2016-Mar-15 05:45:07.513,287.21799,-20.57828
11,2016-Mar-25 17:55:46.826,287.3252,-20.55647
12,2016-Apr-12 02:35:22.627,287.3811,-20.53323
13,2016-Jul-11 03:29:00.138,285.69727,-20.66002
14,2016-Jul-16 02:22:07.457,285.56241,-20.67409
15,2016-Jul-21 02:56:17.727,285.42813,-20.6884
16,2016-Jul-26 06:13:57.347,285.29448,-20.70297
17,2016-Jul-31 13:28:22.351,285.1616,-20.71782
18,2016-Aug-06 02:18:01.124,285.0297,-20.73297
19,2016-Aug-11 23:02:09.056,284.89907,-20.7485
20,2016-Aug-18 07:00:44.009,284.77012,-20.76448
21,2016-Aug-25 07:27:19.296,284.64369,-20.78105
22,2016-Sep-02 09:54:37.212,284.52178,-20.7984
23,2016-Sep-12 12:35:28.569,284.40965,-20.81691
24,2016-Sep-27 18:56:34.147,284.331,-20.83728
25,2016-Dec-12 06:54:56.434,285.47227,-20.77932
26,2016-Dec-17 05:24:41.296,285.61027,-20.76683
27,2016-Dec-22 00:39:13.180,285.74771,-20.7539
28,2016-Dec-26 17:32:50.003,285.88462,-20.74056
29,2016-Dec-31 08:53:25.729,286.02103,-20.72684
30,2017-Jan-04 23:24:46.227,286.15695,-20.71273
31,2017-Jan-09 13:47:56.007,286.29242,-20.69824
32,2017-Jan-14 04:41:23.297,286.42745,-20.68336
33,2017-Jan-18 20:41:35.242,286.56203,-20.6681
0,2017-Jan-20 00:00:00.000,286.59449,-20.66435
1,2017-Jan-24 18:18:57.257,286.72844,-20.6486
2,2017-Jan-29 15:24:52.938,286.86178,-20.63244
3,2017-Feb-03 16:19:55.522,286.99443,-20.61585
4,2017-Feb-08 22:22:30.847,287.12628,-20.5988
5,2017-Feb-14 11:12:32.541,287.25716,-20.58124
6,2017-Feb-20 09:07:15.108,287.38672,-20.56313
7,2017-Feb-26 19:40:43.383,287.51438,-20.54439
8,2017-Mar-06 00:58:59.575,287.63905,-20.5249
9,2017-Mar-14 12:43:17.143,287.75857,-20.50442
10,2017-Mar-25 10:20:46.104,287.86621,-20.48267
11,2017-Apr-12 06:56:42.651,287.92402,-20.45987
12,2017-Jul-28 19:43:05.898,285.94942,-20.62931
13,2017-Aug-03 14:39:27.297,285.81724,-20.64483
14,2017-Aug-09 16:55:49.279,285.68621,-20.66072
15,2017-Aug-16 05:35:54.786,285.55672,-20.67703
16,2017-Aug-23 09:29:27.739,285.42963,-20.69385
17,2017-Aug-31 13:30:57.827,285.30656,-20.71137
18,2017-Sep-10 12:35:23.249,285.19138,-20.7299
19,2017-Sep-24 14:31:02.394,285.10006,-20.7499
20,2017-Nov-01 20:31:33.391,285.29883,-20.76068
21,2017-Nov-12 00:52:57.024,285.455,-20.75206
22,2017-Nov-19 22:59:14.591,285.60201,-20.74207
23,2017-Nov-26 19:39:09.751,285.74523,-20.73118
24,2017-Dec-03 01:11:43.454,285.88631,-20.7196
25,2017-Dec-08 20:44:38.766,286.02603,-20.70742
26,2017-Dec-14 09:13:42.374,286.1648,-20.69473
27,2017-Dec-19 16:37:26.516,286.30272,-20.68156
28,2017-Dec-24 20:26:52.583,286.43993,-20.66794
29,2017-Dec-29 21:54:39.554,286.57652,-20.65391
30,2018-Jan-03 22:00:19.369,286.71257,-20.63946
31,2018-Jan-08 21:33:01.115,286.84813,-20.6246
32,2018-Jan-13 21:18:02.350,286.98316,-20.60934
33,2018-Jan-18 22:04:45.267,287.11763,-20.59368
0,2018-Jan-20 00:00:00.000,287.14617,-20.5903
1,2018-Jan-25 03:15:54.460,287.27989,-20.57414
2,2018-Jan-30 09:45:05.148,287.41295,-20.55755
3,2018-Feb-04 20:41:25.803,287.54527,-20.54051
4,2018-Feb-10 13:36:09.032,287.67666,-20.52298
5,2018-Feb-16 14:39:58.782,287.80679,-20.50493
6,2018-Feb-23 03:10:35.763,287.93522,-20.48629
7,2018-Mar-02 08:24:05.096,288.06118,-20.46695
8,2018-Mar-10 15:33:42.339,288.18306,-20.44676
9,2018-Mar-20 20:46:29.802,288.29628,-20.42551
10,2018-Apr-04 16:17:43.551,288.38281,-20.40301
11,2018-May-21 03:20:36.246,288.05562,-20.40519
12,2018-May-29 17:20:15.688,287.90869,-20.41716
13,2018-Jun-06 03:02:01.423,287.76594,-20.42988
14,2018-Jun-12 20:30:56.498,287.62546,-20.44312
15,2018-Jun-19 03:40:35.139,287.48656,-20.45676
16,2018-Jun-25 04:12:23.426,287.34884,-20.47076
17,2018-Jul-01 00:35:31.466,287.21201,-20.48506
18,2018-Jul-06 18:36:21.920,287.07593,-20.49966
19,2018-Jul-12 11:43:54.528,286.9406,-20.51452
20,2018-Jul-18 05:25:18.260,286.80606,-20.52965
21,2018-Jul-24 01:15:54.859,286.67234,-20.54506
22,2018-Jul-30 00:56:49.906,286.53947,-20.56078
23,2018-Aug-05 06:25:49.291,286.40763,-20.57683
24,2018-Aug-11 20:21:55.280,286.27718,-20.59325
25,2018-Aug-18 22:50:34.738,286.14873,-20.61013
26,2018-Aug-26 20:39:47.315,286.02322,-20.62759
27,2018-Sep-05 02:19:56.894,285.90296,-20.64583
28,2018-Sep-16 22:13:47.697,285.79529,-20.66516
29,2018-Oct-06 15:12:46.077,285.74228,-20.68549
30,2018-Dec-31 13:45:43.639,287.13722,-20.58064
31,2019-Jan-05 22:44:21.535,287.27312,-20.56566
32,2019-Jan-11 07:12:56.863,287.40838,-20.55027
33,2019-Jan-16 16:16:02.366,287.543,-20.53445
0,2019-Jan-20 00:00:00.000,287.62509,-20.52455
1,2019-Jan-25 12:15:06.976,287.75869,-20.50803
2,2019-Jan-31 03:59:47.987,287.89155,-20.49107
3,2019-Feb-06 00:44:50.457,288.02349,-20.47365
4,2019-Feb-12 04:34:54.503,288.15428,-20.45571
5,2019-Feb-18 18:24:21.964,288.28361,-20.43722
6,2019-Feb-25 22:30:21.144,288.41094,-20.41809
7,2019-Mar-06 00:01:18.997,288.53497,-20.39822
8,2019-Mar-15 13:34:39.975,288.65286,-20.37744
9,2019-Mar-28 04:58:29.576,288.7559,-20.35552
10,2019-Apr-20 08:16:42.268,288.77909,-20.33453
11,2019-May-27 11:59:17.711,288.39128,-20.35572
12,2019-Jun-04 18:27:37.849,288.24688,-20.36868
13,2019-Jun-12 02:56:28.814,288.10571,-20.38223
14,2019-Jun-18 22:30:16.514,287.96646,-20.39624
15,2019-Jun-25 09:55:41.613,287.82849,-20.41062
16,2019-Jul-01 16:10:49.508,287.69156,-20.42534
17,2019-Jul-07 19:32:00.591,287.55559,-20.44036
18,2019-Jul-13 21:59:44.482,287.4205,-20.45566
19,2019-Jul-20 01:21:52.338,287.28621,-20.47127
20,2019-Jul-26 07:21:13.565,287.1528,-20.48717
21,2019-Aug-01 17:57:19.651,287.02044,-20.50339
22,2019-Aug-08 11:50:28.554,286.88943,-20.51997
23,2019-Aug-15 16:49:50.800,286.76013,-20.53698
24,2019-Aug-23 14:33:59.511,286.6333,-20.5545
25,2019-Sep-01 15:06:41.930,286.51079,-20.57268
26,2019-Sep-12 17:13:14.701,286.39732,-20.59178
27,2019-Sep-28 21:39:11.331,286.31264,-20.612
28,2019-Nov-26 09:17:58.202,286.82991,-20.5942
29,2019-Dec-03 18:52:35.148,286.97232,-20.58177
30,2019-Dec-10 13:19:59.458,287.11261,-20.56867
31,2019-Dec-16 22:01:20.445,287.25152,-20.555
32,2019-Dec-23 00:05:04.936,287.38941,-20.54081
33,2019-Dec-28 21:40:32.159,287.5264,-20.52615
34,2020-Jan-03 16:33:41.927,287.66259,-20.51103
35,2020-Jan-09 10:13:48.184,287.79805,-20.49547
36,2020-Jan-15 03:57:38.327,287.93286,-20.47946
0,2020-Jan-20 00:00:00.000,288.04503,-20.46574
1,2020-Jan-25 21:00:31.107,288.17849,-20.44893
2,2020-Jan-31 21:54:33.930,288.31104,-20.43165
3,2020-Feb-07 04:38:49.119,288.44258,-20.41387
4,2020-Feb-13 19:42:24.438,288.57288,-20.39557
5,2020-Feb-20 22:32:45.725,288.70146,-20.37669
6,2020-Feb-28 18:52:52.844,288.82739,-20.35714
7,2020-Mar-08 19:16:25.829,288.94897,-20.3368
8,2020-Mar-19 22:32:22.054,289.06172,-20.31548
9,2020-Apr-05 05:40:47.068,289.14538,-20.29334
10,2020-Jun-02 22:05:15.656,288.65867,-20.31483
11,2020-Jun-10 21:20:46.922,288.5168,-20.32869
12,2020-Jun-18 04:45:26.993,288.37713,-20.34305
13,2020-Jun-25 02:21:17.307,288.23905,-20.35779
14,2020-Jul-01 18:04:08.569,288.10222,-20.37289
15,2020-Jul-08 06:45:58.958,287.96639,-20.38831
16,2020-Jul-14 18:36:04.128,287.83146,-20.40404
17,2020-Jul-21 07:33:54.659,287.69749,-20.42008
18,2020-Jul-27 23:53:50.215,287.56462,-20.43643
19,2020-Aug-03 22:19:25.060,287.43298,-20.45314
20,2020-Aug-11 06:12:19.297,287.30284,-20.47024
21,2020-Aug-19 04:25:59.547,287.17493,-20.4878
22,2020-Aug-28 01:35:56.355,287.05066,-20.50595
23,2020-Sep-07 15:11:00.678,286.933,-20.52488
24,2020-Sep-21 19:17:04.042,286.83312,-20.5448
25,2020-Oct-20 18:33:05.058,286.8555,-20.56198
26,2020-Nov-12 04:26:38.102,287.07741,-20.55134
27,2020-Nov-22 06:30:18.821,287.2279,-20.5398
28,2020-Nov-30 14:58:10.146,287.37211,-20.52727
29,2020-Dec-08 01:59:40.040,287.51344,-20.514
30,2020-Dec-14 23:46:55.060,287.65299,-20.5001
31,2020-Dec-21 12:54:53.934,287.79115,-20.48566
32,2020-Dec-27 20:32:23.054,287.92826,-20.47071
33,2021-Jan-03 00:52:10.916,288.0645,-20.45527
34,2021-Jan-09 03:35:30.391,288.19998,-20.43938
35,2021-Jan-15 06:12:12.287,288.33464,-20.42304
0,2021-Jan-20 00:00:00.000,288.43773,-20.41014
1,2021-Jan-26 06:25:40.554,288.57086,-20.39297
2,2021-Feb-01 17:32:11.563,288.70305,-20.37532
3,2021-Feb-08 11:33:59.072,288.83407,-20.35716
4,2021-Feb-15 15:41:11.846,288.96349,-20.33845
5,2021-Feb-23 10:55:24.615,289.09067,-20.31912
6,2021-Mar-04 05:37:33.228,289.21447,-20.29906
7,2021-Mar-14 16:06:26.662,289.33178,-20.27815
8,2021-Mar-28 14:48:25.966,289.43232,-20.25631
9,2021-Apr-24 21:20:37.942,289.43116,-20.23753
10,2021-May-22 23:49:23.614,289.16887,-20.25309
11,2021-Jun-02 02:29:10.039,289.021,-20.26653
12,2021-Jun-10 16:48:17.938,288.87826,-20.28068
13,2021-Jun-18 11:48:46.507,288.73831,-20.29534
14,2021-Jun-25 19:36:45.288,288.60019,-20.31042
15,2021-Jul-02 20:52:16.692,288.46332,-20.32587
16,2021-Jul-09 18:38:57.159,288.32758,-20.34164
17,2021-Jul-16 15:36:12.593,288.19295,-20.35774
18,2021-Jul-23 14:20:19.019,288.05941,-20.37417
19,2021-Jul-30 17:30:44.046,287.927,-20.39094
20,2021-Aug-07 04:10:27.596,287.79603,-20.40808
21,2021-Aug-15 02:47:40.896,287.66707,-20.42565
22,2021-Aug-23 20:36:59.796,287.54101,-20.44375
23,2021-Sep-02 22:29:12.904,287.41987,-20.4625
24,2021-Sep-15 14:24:06.107,287.31015,-20.48209
25,2021-Oct-05 15:36:34.770,287.24465,-20.50211
0,2022-Jan-20 00:00:00.000,288.76591,-20.36255
1,2022-Jan-26 15:16:03.600,288.89898,-20.34515
2,2022-Feb-02 11:30:14.856,289.03094,-20.32725
3,2022-Feb-09 15:33:29.552,289.16149,-20.30883
4,2022-Feb-17 07:27:36.861,289.29029,-20.28983
5,2022-Feb-25 17:12:06.882,289.41656,-20.27018
6,2022-Mar-07 07:27:39.004,289.53844,-20.2498
7,2022-Mar-19 02:21:29.185,289.65146,-20.22855
8,2022-Apr-05 05:17:46.967,289.73662,-20.20669
9,2022-Jun-02 14:05:30.030,289.32241,-20.22492
10,2022-Jun-11 15:47:17.355,289.17949,-20.23939
11,2022-Jun-19 20:33:09.521,289.03954,-20.2544
12,2022-Jun-27 13:14:51.093,288.90141,-20.26983
13,2022-Jul-04 22:57:43.131,288.76479,-20.28563
14,2022-Jul-12 05:30:29.746,288.62944,-20.30178
15,2022-Jul-19 11:58:44.556,288.49519,-20.31826
16,2022-Jul-26 21:05:47.016,288.36213,-20.33509
17,2022-Aug-03 12:04:54.821,288.23053,-20.35228
18,2022-Aug-11 13:17:20.306,288.10074,-20.36988
19,2022-Aug-20 06:56:06.056,287.97337,-20.38796
20,2022-Aug-30 03:24:51.396,287.85018,-20.40663
21,2022-Sep-11 01:41:47.548,287.73538,-20.42603
22,2022-Sep-27 23:13:29.620,287.64569,-20.44616
23,2022-Nov-16 00:54:35.374,287.90538,-20.44471
24,2022-Nov-26 19:42:39.924,288.05546,-20.43203
25,2022-Dec-05 18:36:38.390,288.19916,-20.41843
26,2022-Dec-13 19:25:11.168,288.33987,-20.40411
27,2022-Dec-21 07:02:02.789,288.47873,-20.38918
28,2022-Dec-28 10:24:18.371,288.61616,-20.3737
29,2023-Jan-04 09:02:50.979,288.75239,-20.3577
30,2023-Jan-11 05:37:38.962,288.88764,-20.34121
31,2023-Jan-18 02:17:26.561,289.02193,-20.32423
0,2023-Jan-20 00:00:00.000,289.05879,-20.31946
1,2023-Jan-26 23:54:30.658,289.1917,-20.30186
2,2023-Feb-03 05:23:04.374,289.32336,-20.28374
3,2023-Feb-10 19:43:26.324,289.45358,-20.26507
4,2023-Feb-18 23:27:00.589,289.58179,-20.24582
5,2023-Feb-28 00:04:33.552,289.70684,-20.22591
6,2023-Mar-10 12:09:10.129,289.82658,-20.20523
7,2023-Mar-23 21:35:22.525,289.93411,-20.18371
8,2023-Apr-14 21:58:46.271,289.98991,-20.16282
9,2023-Aug-16 00:49:49.919,288.3727,-20.33543
10,2023-Aug-25 16:01:47.133,288.24756,-20.35398
11,2023-Sep-05 22:25:16.549,288.12846,-20.37318
12,2023-Sep-20 14:23:27.160,288.02448,-20.39314
13,2023-Oct-17 08:04:54.993,288.00234,-20.41126
14,2023-Nov-26 22:34:29.607,288.37419,-20.38799
15,2023-Dec-06 11:05:18.540,288.51854,-20.37409
16,2023-Dec-14 22:13:06.195,288.6595,-20.35946
17,2023-Dec-22 18:42:22.753,288.79828,-20.3442
18,2023-Dec-30 06:38:08.193,288.93554,-20.32838
19,2024-Jan-06 13:46:45.013,289.07162,-20.31203
20,2024-Jan-13 18:57:56.289,289.20656,-20.29517
0,2024-Jan-20 00:00:00.000,289.32139,-20.28031
1,2024-Jan-27 08:44:27.776,289.45418,-20.26252
2,2024-Feb-03 23:28:46.897,289.58568,-20.2442
3,2024-Feb-11 23:54:23.539,289.71549,-20.22533
4,2024-Feb-20 15:42:07.564,289.84292,-20.20585
5,2024-Mar-01 08:19:43.072,289.96684,-20.18569
6,2024-Mar-12 20:02:21.407,290.08405,-20.16476
7,2024-Mar-28 05:04:26.723,290.18379,-20.14315
8,2024-Apr-28 01:06:37.900,290.17112,-20.12654
9,2024-May-25 07:12:10.937,289.93614,-20.14307
10,2024-Jun-05 16:36:25.480,289.78796,-20.15767
11,2024-Jun-15 07:50:22.183,289.64571,-20.17291
12,2024-Jun-24 02:23:53.162,289.50649,-20.18864
13,2024-Jul-02 09:45:42.088,289.36916,-20.2048
14,2024-Jul-10 11:22:08.860,289.23342,-20.22134
15,2024-Jul-18 11:37:42.266,289.09915,-20.23825
16,2024-Jul-26 14:31:30.815,288.96627,-20.25552
17,2024-Aug-04 00:04:12.063,288.83501,-20.27318
18,2024-Aug-12 21:40:26.760,288.70597,-20.29126
19,2024-Aug-22 15:57:34.445,288.58007,-20.30985
20,2024-Sep-02 22:09:23.605,288.4596,-20.32905
21,2024-Sep-17 05:18:42.993,288.35209,-20.34893
22,2024-Oct-11 00:15:46.947,288.30129,-20.36808
