

*******************************************************************************
Ephemeris / WWW_USER Thu Feb 17 09:01:41 2022 Pasadena, USA      / Horizons    
*******************************************************************************
Target body name: Voyager 1 (spacecraft) (-31)    {source: Voyager_1}
Center body name: Earth (399)                     {source: Voyager_1}
Center-site name: GEOCENTRIC
*******************************************************************************
Start time      : A.D. 1977-Sep-06 00:00:00.0000 UT      
Stop  time      : A.D. 2030-Dec-31 00:00:00.0000 UT      
Step-size       : 14400 minutes
*******************************************************************************
Target pole/equ : No model available
Target radii    : (unavailable)                                                
Center geodetic : 0.00000000,0.00000000,0.0000000 {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.00000000,0.00000000,0.0000000 {E-lon(deg),Dxy(km),Dz(km)}
Center pole/equ : ITRF93                          {East-longitude positive}
Center radii    : 6378.1 x 6378.1 x 6356.8 km     {Equator, meridian, pole}    
Target primary  : Earth
Vis. interferer : MOON (R_eq= 1737.400) km        {source: Voyager_1}
Rel. light bend : Sun, EARTH                      {source: Voyager_1}
Rel. lght bnd GM: 1.3271E+11, 3.9860E+05 km^3/s^2                              
Atmos refraction: NO (AIRLESS)
RA format       : DEG
Time format     : CAL 
EOP file        : eop.220215.p220511                                           
EOP coverage    : DATA-BASED 1962-JAN-20 TO 2022-FEB-15. PREDICTS-> 2022-MAY-10
Units conversion: 1 au= 149597870.700 km, c= 299792.458 km/s, 1 day= 86400.0 s 
Table cut-offs 1: Elevation (-90.0deg=NO ),Airmass (>38.000=NO), Daylight (NO )
Table cut-offs 2: Solar elongation (  0.0,180.0=NO ),Local Hour Angle( 0.0=NO )
Table cut-offs 3: RA/DEC angular rate (     0.0=NO )                           
Table format    : Comma Separated Values (spreadsheet)
*******************************************************************************
 Date__(UT)__HR:MN, , , R.A._(ICRF), DEC_(ICRF),
************************************************
$$SOE
 1988-Oct-28 00:00, , ,   243.59873,   10.80144,
 1988-Nov-07 00:00, , ,   243.89718,   10.70994,
 1988-Nov-17 00:00, , ,   244.21013,   10.63962,
 1988-Nov-27 00:00, , ,   244.52997,   10.59256,
 1988-Dec-07 00:00, , ,   244.84938,   10.57011,
 1988-Dec-17 00:00, , ,   245.16070,   10.57326,
 1988-Dec-27 00:00, , ,   245.45626,   10.60202,
 1989-Jan-06 00:00, , ,   245.72923,   10.65574,
 1989-Jan-16 00:00, , ,   245.97285,   10.73325,
 1989-Jan-26 00:00, , ,   246.18129,   10.83231,
 1989-Feb-05 00:00, , ,   246.34995,   10.95026,
 1989-Feb-15 00:00, , ,   246.47487,   11.08383,
 1989-Feb-25 00:00, , ,   246.55377,   11.22897,
 1989-Mar-07 00:00, , ,   246.58575,   11.38155,
 1989-Mar-17 00:00, , ,   246.57098,   11.53699,
 1989-Mar-27 00:00, , ,   246.51162,   11.69049,
 1989-Apr-06 00:00, , ,   246.41094,   11.83760,
 1989-Apr-16 00:00, , ,   246.27340,   11.97375,
 1989-Apr-26 00:00, , ,   246.10512,   12.09487,
 1989-May-06 00:00, , ,   245.91260,   12.19755,
 1989-May-16 00:00, , ,   245.70334,   12.27867,
 1989-May-26 00:00, , ,   245.48545,   12.33617,
 1989-Jun-05 00:00, , ,   245.26671,   12.36867,
 1989-Jun-15 00:00, , ,   245.05526,   12.37544,
 1989-Jun-25 00:00, , ,   244.85873,   12.35688,
 1989-Jul-05 00:00, , ,   244.68385,   12.31395,
 1989-Jul-15 00:00, , ,   244.53705,   12.24827,
 1989-Jul-25 00:00, , ,   244.42340,   12.16239,
 1989-Aug-04 00:00, , ,   244.34691,   12.05902,
 1989-Aug-14 00:00, , ,   244.31080,   11.94152,
 1989-Aug-24 00:00, , ,   244.31659,   11.81362,
 1989-Sep-03 00:00, , ,   244.36494,   11.67896,
 1989-Sep-13 00:00, , ,   244.45538,   11.54164,
 1989-Sep-23 00:00, , ,   244.58593,   11.40559,
 1989-Oct-03 00:00, , ,   244.75405,   11.27456,
 1989-Oct-13 00:00, , ,   244.95597,   11.15240,
 1989-Oct-23 00:00, , ,   245.18690,   11.04247,
 1989-Nov-02 00:00, , ,   245.44173,   10.94782,
 1989-Nov-12 00:00, , ,   245.71431,   10.87131,
 1989-Nov-22 00:00, , ,   245.99807,   10.81501,
 1989-Dec-02 00:00, , ,   246.28641,   10.78067,
 1989-Dec-12 00:00, , ,   246.57206,   10.76949,
 1989-Dec-22 00:00, , ,   246.84813,   10.78176,
 1990-Jan-01 00:00, , ,   247.10792,   10.81744,
 1990-Jan-11 00:00, , ,   247.34479,   10.87565,
 1990-Jan-21 00:00, , ,   247.55314,   10.95473,
 1990-Jan-31 00:00, , ,   247.72789,   11.05267,
 1990-Feb-10 00:00, , ,   247.86482,   11.16658,
 1990-Feb-20 00:00, , ,   247.96121,   11.29316,
 1990-Mar-02 00:00, , ,   248.01512,   11.42881,
 1990-Mar-12 00:00, , ,   248.02609,   11.56932,
 1990-Mar-22 00:00, , ,   247.99521,   11.71057,
 1990-Apr-01 00:00, , ,   247.92442,   11.84835,
 1990-Apr-11 00:00, , ,   247.81731,   11.97834,
 1990-Apr-21 00:00, , ,   247.67854,   12.09682,
 1990-May-01 00:00, , ,   247.51345,   12.20022,
 1990-May-11 00:00, , ,   247.32865,   12.28547,
 1990-May-21 00:00, , ,   247.13097,   12.35033,
 1990-May-31 00:00, , ,   246.92752,   12.39297,
 1990-Jun-10 00:00, , ,   246.72586,   12.41243,
 1990-Jun-20 00:00, , ,   246.53292,   12.40857,
 1990-Jun-30 00:00, , ,   246.35547,   12.38172,
 1990-Jul-10 00:00, , ,   246.19983,   12.33315,
 1990-Jul-20 00:00, , ,   246.07110,   12.26467,
 1990-Jul-30 00:00, , ,   245.97396,   12.17846,
 1990-Aug-09 00:00, , ,   245.91191,   12.07749,
 1990-Aug-19 00:00, , ,   245.88716,   11.96481,
 1990-Aug-29 00:00, , ,   245.90131,   11.84379,
 1990-Sep-08 00:00, , ,   245.95448,   11.71814,
 1990-Sep-18 00:00, , ,   246.04577,   11.59138,
 1990-Sep-28 00:00, , ,   246.17357,   11.46717,
 1990-Oct-08 00:00, , ,   246.33486,   11.34913,
 1990-Oct-18 00:00, , ,   246.52602,   11.24046,
 1990-Oct-28 00:00, , ,   246.74270,   11.14433,
 1990-Nov-07 00:00, , ,   246.97950,   11.06350,
 1990-Nov-17 00:00, , ,   247.23089,   11.00018,
 1990-Nov-27 00:00, , ,   247.49073,   10.95640,
 1990-Dec-07 00:00, , ,   247.75240,   10.93342,
 1990-Dec-17 00:00, , ,   248.00967,   10.93197,
 1990-Dec-27 00:00, , ,   248.25592,   10.95236,
 1991-Jan-06 00:00, , ,   248.48492,   10.99399,
 1991-Jan-16 00:00, , ,   248.69113,   11.05582,
 1991-Jan-26 00:00, , ,   248.86919,   11.13624,
 1991-Feb-05 00:00, , ,   249.01488,   11.23281,
 1991-Feb-15 00:00, , ,   249.12489,   11.34287,
 1991-Feb-25 00:00, , ,   249.19667,   11.46318,
 1991-Mar-07 00:00, , ,   249.22926,   11.59005,
 1991-Mar-17 00:00, , ,   249.22267,   11.71983,
 1991-Mar-27 00:00, , ,   249.17801,   11.84853,
 1991-Apr-06 00:00, , ,   249.09799,   11.97224,
 1991-Apr-16 00:00, , ,   248.98597,   12.08739,
 1991-Apr-26 00:00, , ,   248.84650,   12.19038,
 1991-May-06 00:00, , ,   248.68515,   12.27830,
 1991-May-16 00:00, , ,   248.50768,   12.34865,
 1991-May-26 00:00, , ,   248.32068,   12.39939,
 1991-Jun-05 00:00, , ,   248.13087,   12.42935,
 1991-Jun-15 00:00, , ,   247.94469,   12.43787,
 1991-Jun-25 00:00, , ,   247.76880,   12.42490,
 1991-Jul-05 00:00, , ,   247.60912,   12.39130,
 1991-Jul-15 00:00, , ,   247.47097,   12.33822,
 1991-Jul-25 00:00, , ,   247.35930,   12.26753,
 1991-Aug-04 00:00, , ,   247.27774,   12.18163,
 1991-Aug-14 00:00, , ,   247.22925,   12.08307,
 1991-Aug-24 00:00, , ,   247.21595,   11.97498,
 1991-Sep-03 00:00, , ,   247.23853,   11.86056,
 1991-Sep-13 00:00, , ,   247.29710,   11.74307,
 1991-Sep-23 00:00, , ,   247.39064,   11.62603,
 1991-Oct-03 00:00, , ,   247.51699,   11.51271,
 1991-Oct-13 00:00, , ,   247.67351,   11.40630,
 1991-Oct-23 00:00, , ,   247.85643,   11.30995,
 1991-Nov-02 00:00, , ,   248.06128,   11.22629,
 1991-Nov-12 00:00, , ,   248.28330,   11.15776,
 1991-Nov-22 00:00, , ,   248.51680,   11.10645,
 1991-Dec-02 00:00, , ,   248.75601,   11.07375,
 1991-Dec-12 00:00, , ,   248.99503,   11.06082,
 1991-Dec-22 00:00, , ,   249.22757,   11.06810,
 1992-Jan-01 00:00, , ,   249.44787,   11.09540,
 1992-Jan-11 00:00, , ,   249.65028,   11.14218,
 1992-Jan-21 00:00, , ,   249.82951,   11.20706,
 1992-Jan-31 00:00, , ,   249.98128,   11.28820,
 1992-Feb-10 00:00, , ,   250.10176,   11.38336,
 1992-Feb-20 00:00, , ,   250.18812,   11.48963,
 1992-Mar-01 00:00, , ,   250.23884,   11.60391,
 1992-Mar-11 00:00, , ,   250.25305,   11.72284,
 1992-Mar-21 00:00, , ,   250.23132,   11.84272,
 1992-Mar-31 00:00, , ,   250.17536,   11.96005,
 1992-Apr-10 00:00, , ,   250.08760,   12.07128,
 1992-Apr-20 00:00, , ,   249.97191,   12.17302,
 1992-Apr-30 00:00, , ,   249.83272,   12.26239,
 1992-May-10 00:00, , ,   249.67509,   12.33671,
 1992-May-20 00:00, , ,   249.50495,   12.39389,
 1992-May-30 00:00, , ,   249.32816,   12.43249,
 1992-Jun-09 00:00, , ,   249.15087,   12.45145,
 1992-Jun-19 00:00, , ,   248.97934,   12.45051,
 1992-Jun-29 00:00, , ,   248.81914,   12.42999,
 1992-Jul-09 00:00, , ,   248.67579,   12.39063,
 1992-Jul-19 00:00, , ,   248.55415,   12.33397,
 1992-Jul-29 00:00, , ,   248.45810,   12.26183,
 1992-Aug-08 00:00, , ,   248.39117,   12.17643,
 1992-Aug-18 00:00, , ,   248.35568,   12.08054,
 1992-Aug-28 00:00, , ,   248.35306,   11.97692,
 1992-Sep-07 00:00, , ,   248.38411,   11.86864,
 1992-Sep-17 00:00, , ,   248.44829,   11.75893,
 1992-Sep-27 00:00, , ,   248.54438,   11.65082,
 1992-Oct-07 00:00, , ,   248.67040,   11.54749,
 1992-Oct-17 00:00, , ,   248.82320,   11.45189,
 1992-Oct-27 00:00, , ,   248.99929,   11.36666,
 1992-Nov-06 00:00, , ,   249.19436,   11.29439,
 1992-Nov-16 00:00, , ,   249.40341,   11.23710,
 1992-Nov-26 00:00, , ,   249.62139,   11.19647,
 1992-Dec-06 00:00, , ,   249.84265,   11.17384,
 1992-Dec-16 00:00, , ,   250.06144,   11.16984,
 1992-Dec-26 00:00, , ,   250.27231,   11.18471,
 1993-Jan-05 00:00, , ,   250.46961,   11.21817,
 1993-Jan-15 00:00, , ,   250.64830,   11.26920,
 1993-Jan-25 00:00, , ,   250.80390,   11.33647,
 1993-Feb-04 00:00, , ,   250.93229,   11.41802,
 1993-Feb-14 00:00, , ,   251.03052,   11.51139,
 1993-Feb-24 00:00, , ,   251.09637,   11.61394,
 1993-Mar-06 00:00, , ,   251.12848,   11.72251,
 1993-Mar-16 00:00, , ,   251.12689,   11.83384,
 1993-Mar-26 00:00, , ,   251.09233,   11.94467,
 1993-Apr-05 00:00, , ,   251.02666,   12.05156,
 1993-Apr-15 00:00, , ,   250.93291,   12.15136,
 1993-Apr-25 00:00, , ,   250.81457,   12.24117,
 1993-May-05 00:00, , ,   250.67618,   12.31824,
 1993-May-15 00:00, , ,   250.52282,   12.38047,
 1993-May-25 00:00, , ,   250.35973,   12.42612,
 1993-Jun-04 00:00, , ,   250.19273,   12.45393,
 1993-Jun-14 00:00, , ,   250.02747,   12.46338,
 1993-Jun-24 00:00, , ,   249.86939,   12.45433,
 1993-Jul-04 00:00, , ,   249.72398,   12.42725,
 1993-Jul-14 00:00, , ,   249.59588,   12.38326,
 1993-Jul-24 00:00, , ,   249.48935,   12.32371,
 1993-Aug-03 00:00, , ,   249.40811,   12.25059,
 1993-Aug-13 00:00, , ,   249.35473,   12.16618,
 1993-Aug-23 00:00, , ,   249.33133,   12.07294,
 1993-Sep-02 00:00, , ,   249.33906,   11.97375,
 1993-Sep-12 00:00, , ,   249.37800,   11.87144,
 1993-Sep-22 00:00, , ,   249.44772,   11.76894,
 1993-Oct-02 00:00, , ,   249.54667,   11.66930,
 1993-Oct-12 00:00, , ,   249.67253,   11.57527,
 1993-Oct-22 00:00, , ,   249.82250,   11.48957,
 1993-Nov-01 00:00, , ,   249.99272,   11.41473,
 1993-Nov-11 00:00, , ,   250.17900,   11.35283,
 1993-Nov-21 00:00, , ,   250.37675,   11.30577,
 1993-Dec-01 00:00, , ,   250.58073,   11.27495,
 1993-Dec-11 00:00, , ,   250.78578,   11.26126,
 1993-Dec-21 00:00, , ,   250.98659,   11.26528,
 1993-Dec-31 00:00, , ,   251.17775,   11.28691,
 1994-Jan-10 00:00, , ,   251.35443,   11.32557,
 1994-Jan-20 00:00, , ,   251.51192,   11.38026,
 1994-Jan-30 00:00, , ,   251.64611,   11.44933,
 1994-Feb-09 00:00, , ,   251.75380,   11.53079,
 1994-Feb-19 00:00, , ,   251.83222,   11.62228,
 1994-Mar-01 00:00, , ,   251.87975,   11.72096,
 1994-Mar-11 00:00, , ,   251.89576,   11.82397,
 1994-Mar-21 00:00, , ,   251.88028,   11.92819,
 1994-Mar-31 00:00, , ,   251.83470,   12.03042,
 1994-Apr-10 00:00, , ,   251.76111,   12.12770,
 1994-Apr-20 00:00, , ,   251.66239,   12.21707,
 1994-Apr-30 00:00, , ,   251.54248,   12.29589,
 1994-May-10 00:00, , ,   251.40560,   12.36196,
 1994-May-20 00:00, , ,   251.25658,   12.41331,
 1994-May-30 00:00, , ,   251.10073,   12.44862,
 1994-Jun-09 00:00, , ,   250.94315,   12.46701,
 1994-Jun-19 00:00, , ,   250.78922,   12.46805,
 1994-Jun-29 00:00, , ,   250.64411,   12.45197,
 1994-Jul-09 00:00, , ,   250.51239,   12.41942,
 1994-Jul-19 00:00, , ,   250.39857,   12.37146,
 1994-Jul-29 00:00, , ,   250.30632,   12.30977,
 1994-Aug-08 00:00, , ,   250.23863,   12.23619,
 1994-Aug-18 00:00, , ,   250.19804,   12.15296,
 1994-Aug-28 00:00, , ,   250.18596,   12.06264,
 1994-Sep-07 00:00, , ,   250.20316,   11.96778,
 1994-Sep-17 00:00, , ,   250.24972,   11.87120,
 1994-Sep-27 00:00, , ,   250.32457,   11.77570,
 1994-Oct-07 00:00, , ,   250.42620,   11.68394,
 1994-Oct-17 00:00, , ,   250.55225,   11.59866,
 1994-Oct-27 00:00, , ,   250.69950,   11.52226,
 1994-Nov-06 00:00, , ,   250.86446,   11.45693,
 1994-Nov-16 00:00, , ,   251.04287,   11.40467,
 1994-Nov-26 00:00, , ,   251.23008,   11.36696,
 1994-Dec-06 00:00, , ,   251.42141,   11.34498,
 1994-Dec-16 00:00, , ,   251.61166,   11.33948,
 1994-Dec-26 00:00, , ,   251.79586,   11.35059,
 1995-Jan-05 00:00, , ,   251.96925,   11.37814,
 1995-Jan-15 00:00, , ,   252.12703,   11.42136,
 1995-Jan-25 00:00, , ,   252.26522,   11.47895,
 1995-Feb-04 00:00, , ,   252.38023,   11.54933,
 1995-Feb-14 00:00, , ,   252.46906,   11.63036,
 1995-Feb-24 00:00, , ,   252.52980,   11.71960,
 1995-Mar-06 00:00, , ,   252.56114,   11.81447,
 1995-Mar-16 00:00, , ,   252.56273,   11.91201,
 1995-Mar-26 00:00, , ,   252.53533,   12.00934,
 1995-Apr-05 00:00, , ,   252.48029,   12.10356,
 1995-Apr-15 00:00, , ,   252.40000,   12.19178,
 1995-Apr-25 00:00, , ,   252.29767,   12.27147,
 1995-May-05 00:00, , ,   252.17688,   12.34030,
 1995-May-15 00:00, , ,   252.04206,   12.39623,
 1995-May-25 00:00, , ,   251.89786,   12.43781,
 1995-Jun-04 00:00, , ,   251.74904,   12.46388,
 1995-Jun-14 00:00, , ,   251.60076,   12.47380,
 1995-Jun-24 00:00, , ,   251.45779,   12.46753,
 1995-Jul-04 00:00, , ,   251.32478,   12.44533,
 1995-Jul-14 00:00, , ,   251.20621,   12.40806,
 1995-Jul-24 00:00, , ,   251.10574,   12.35698,
 1995-Aug-03 00:00, , ,   251.02675,   12.29362,
 1995-Aug-13 00:00, , ,   250.97194,   12.22001,
 1995-Aug-23 00:00, , ,   250.94309,   12.13833,
 1995-Sep-02 00:00, , ,   250.94155,   12.05094,
 1995-Sep-12 00:00, , ,   250.96769,   11.96048,
 1995-Sep-22 00:00, , ,   251.02109,   11.86949,
 1995-Oct-02 00:00, , ,   251.10083,   11.78061,
 1995-Oct-12 00:00, , ,   251.20493,   11.69646,
 1995-Oct-22 00:00, , ,   251.33093,   11.61937,
 1995-Nov-01 00:00, , ,   251.47580,   11.55164,
 1995-Nov-11 00:00, , ,   251.63572,   11.49526,
 1995-Nov-21 00:00, , ,   251.80667,   11.45183,
 1995-Dec-01 00:00, , ,   251.98424,   11.42274,
 1995-Dec-11 00:00, , ,   252.16358,   11.40887,
 1995-Dec-21 00:00, , ,   252.34012,   11.41064,
 1995-Dec-31 00:00, , ,   252.50905,   11.42815,
 1996-Jan-10 00:00, , ,   252.66580,   11.46087,
 1996-Jan-20 00:00, , ,   252.80635,   11.50788,
 1996-Jan-30 00:00, , ,   252.92684,   11.56787,
 1996-Feb-09 00:00, , ,   253.02421,   11.63899,
 1996-Feb-19 00:00, , ,   253.09615,   11.71918,
 1996-Feb-29 00:00, , ,   253.14087,   11.80604,
 1996-Mar-10 00:00, , ,   253.15770,   11.89689,
 1996-Mar-20 00:00, , ,   253.14674,   11.98907,
 1996-Mar-30 00:00, , ,   253.10879,   12.07978,
 1996-Apr-09 00:00, , ,   253.04578,   12.16628,
 1996-Apr-19 00:00, , ,   252.96013,   12.24607,
 1996-Apr-29 00:00, , ,   252.85500,   12.31674,
 1996-May-09 00:00, , ,   252.73429,   12.37628,
 1996-May-19 00:00, , ,   252.60203,   12.42305,
 1996-May-29 00:00, , ,   252.46277,   12.45569,
 1996-Jun-08 00:00, , ,   252.32124,   12.47343,
 1996-Jun-18 00:00, , ,   252.18192,   12.47590,
 1996-Jun-28 00:00, , ,   252.04950,   12.46310,
 1996-Jul-08 00:00, , ,   251.92822,   12.43565,
 1996-Jul-18 00:00, , ,   251.82188,   12.39442,
 1996-Jul-28 00:00, , ,   251.73409,   12.34073,
 1996-Aug-07 00:00, , ,   251.66759,   12.27631,
 1996-Aug-17 00:00, , ,   251.62462,   12.20302,
 1996-Aug-27 00:00, , ,   251.60688,   12.12307,
 1996-Sep-06 00:00, , ,   251.61504,   12.03884,
 1996-Sep-16 00:00, , ,   251.64933,   11.95268,
 1996-Sep-26 00:00, , ,   251.70921,   11.86718,
 1996-Oct-06 00:00, , ,   251.79319,   11.78476,
 1996-Oct-16 00:00, , ,   251.89947,   11.70776,
 1996-Oct-26 00:00, , ,   252.02538,   11.63851,
 1996-Nov-05 00:00, , ,   252.16765,   11.57895,
 1996-Nov-15 00:00, , ,   252.32279,   11.53085,
 1996-Nov-25 00:00, , ,   252.48662,   11.49570,
 1996-Dec-05 00:00, , ,   252.65483,   11.47452,
 1996-Dec-15 00:00, , ,   252.82304,   11.46801,
 1996-Dec-25 00:00, , ,   252.98656,   11.47644,
 1997-Jan-04 00:00, , ,   253.14110,   11.49956,
 1997-Jan-14 00:00, , ,   253.28252,   11.53678,
 1997-Jan-24 00:00, , ,   253.40688,   11.58702,
 1997-Feb-03 00:00, , ,   253.51108,   11.64875,
 1997-Feb-13 00:00, , ,   253.59237,   11.72022,
 1997-Feb-23 00:00, , ,   253.64872,   11.79921,
 1997-Mar-05 00:00, , ,   253.67908,   11.88336,
 1997-Mar-15 00:00, , ,   253.68293,   11.97020,
 1997-Mar-25 00:00, , ,   253.66074,   12.05701,
 1997-Apr-04 00:00, , ,   253.61381,   12.14127,
 1997-Apr-14 00:00, , ,   253.54396,   12.22046,
 1997-Apr-24 00:00, , ,   253.45399,   12.29219,
 1997-May-04 00:00, , ,   253.34713,   12.35445,
 1997-May-14 00:00, , ,   253.22700,   12.40542,
 1997-May-24 00:00, , ,   253.09784,   12.44366,
 1997-Jun-03 00:00, , ,   252.96388,   12.46823,
 1997-Jun-13 00:00, , ,   252.82947,   12.47845,
 1997-Jun-23 00:00, , ,   252.69913,   12.47419,
 1997-Jul-03 00:00, , ,   252.57688,   12.45573,
 1997-Jul-13 00:00, , ,   252.46672,   12.42366,
 1997-Jul-23 00:00, , ,   252.37222,   12.37911,
 1997-Aug-02 00:00, , ,   252.29627,   12.32345,
 1997-Aug-12 00:00, , ,   252.24151,   12.25832,
 1997-Aug-22 00:00, , ,   252.20976,   12.18574,
 1997-Sep-01 00:00, , ,   252.20217,   12.10780,
 1997-Sep-11 00:00, , ,   252.21941,   12.02675,
 1997-Sep-21 00:00, , ,   252.26124,   11.94500,
 1997-Oct-01 00:00, , ,   252.32681,   11.86485,
 1997-Oct-11 00:00, , ,   252.41473,   11.78864,
 1997-Oct-21 00:00, , ,   252.52272,   11.71861,
 1997-Oct-31 00:00, , ,   252.64817,   11.65673,
 1997-Nov-10 00:00, , ,   252.78790,   11.60488,
 1997-Nov-20 00:00, , ,   252.93812,   11.56460,
 1997-Nov-30 00:00, , ,   253.09501,   11.53707,
 1997-Dec-10 00:00, , ,   253.25431,   11.52321,
 1997-Dec-20 00:00, , ,   253.41166,   11.52343,
 1997-Dec-30 00:00, , ,   253.56294,   11.53777,
 1998-Jan-09 00:00, , ,   253.70390,   11.56592,
 1998-Jan-19 00:00, , ,   253.83076,   11.60698,
 1998-Jan-29 00:00, , ,   253.94021,   11.65981,
 1998-Feb-08 00:00, , ,   254.02920,   11.72285,
 1998-Feb-18 00:00, , ,   254.09561,   11.79414,
 1998-Feb-28 00:00, , ,   254.13789,   11.87161,
 1998-Mar-10 00:00, , ,   254.15510,   11.95290,
 1998-Mar-20 00:00, , ,   254.14737,   12.03553,
 1998-Mar-30 00:00, , ,   254.11536,   12.11708,
 1998-Apr-09 00:00, , ,   254.06049,   12.19505,
 1998-Apr-19 00:00, , ,   253.98507,   12.26715,
 1998-Apr-29 00:00, , ,   253.89173,   12.33132,
 1998-May-09 00:00, , ,   253.78381,   12.38562,
 1998-May-19 00:00, , ,   253.66508,   12.42859,
 1998-May-29 00:00, , ,   253.53934,   12.45905,
 1998-Jun-08 00:00, , ,   253.41087,   12.47615,
 1998-Jun-18 00:00, , ,   253.28381,   12.47959,
 1998-Jun-28 00:00, , ,   253.16213,   12.46934,
 1998-Jul-08 00:00, , ,   253.04986,   12.44580,
 1998-Jul-18 00:00, , ,   252.95047,   12.40983,
 1998-Jul-28 00:00, , ,   252.86710,   12.36250,
 1998-Aug-07 00:00, , ,   252.80255,   12.30530,
 1998-Aug-17 00:00, , ,   252.75881,   12.23996,
 1998-Aug-27 00:00, , ,   252.73748,   12.16834,
 1998-Sep-06 00:00, , ,   252.73952,   12.09260,
 1998-Sep-16 00:00, , ,   252.76502,   12.01493,
 1998-Sep-26 00:00, , ,   252.81373,   11.93752,
 1998-Oct-06 00:00, , ,   252.88455,   11.86269,
 1998-Oct-16 00:00, , ,   252.97572,   11.79254,
 1998-Oct-26 00:00, , ,   253.08512,   11.72913,
 1998-Nov-05 00:00, , ,   253.20986,   11.67436,
 1998-Nov-15 00:00, , ,   253.34669,   11.62980,
 1998-Nov-25 00:00, , ,   253.49210,   11.59681,
 1998-Dec-05 00:00, , ,   253.64206,   11.57644,
 1998-Dec-15 00:00, , ,   253.79259,   11.56926,
 1998-Dec-25 00:00, , ,   253.93963,   11.57561,
 1999-Jan-04 00:00, , ,   254.07903,   11.59531,
 1999-Jan-14 00:00, , ,   254.20712,   11.62778,
 1999-Jan-24 00:00, , ,   254.32035,   11.67214,
 1999-Feb-03 00:00, , ,   254.41563,   11.72703,
 1999-Feb-13 00:00, , ,   254.49060,   11.79081,
 1999-Feb-23 00:00, , ,   254.54329,   11.86160,
 1999-Mar-05 00:00, , ,   254.57255,   11.93720,
 1999-Mar-15 00:00, , ,   254.57802,   12.01537,
 1999-Mar-25 00:00, , ,   254.55985,   12.09378,
 1999-Apr-04 00:00, , ,   254.51917,   12.17000,
 1999-Apr-14 00:00, , ,   254.45766,   12.24184,
 1999-Apr-24 00:00, , ,   254.37754,   12.30717,
 1999-May-04 00:00, , ,   254.28181,   12.36404,
 1999-May-14 00:00, , ,   254.17368,   12.41091,
 1999-May-24 00:00, , ,   254.05675,   12.44641,
 1999-Jun-03 00:00, , ,   253.93500,   12.46961,
 1999-Jun-13 00:00, , ,   253.81224,   12.47996,
 1999-Jun-23 00:00, , ,   253.69246,   12.47721,
 1999-Jul-03 00:00, , ,   253.57952,   12.46159,
 1999-Jul-13 00:00, , ,   253.47686,   12.43367,
 1999-Jul-23 00:00, , ,   253.38784,   12.39429,
 1999-Aug-02 00:00, , ,   253.31525,   12.34475,
 1999-Aug-12 00:00, , ,   253.26134,   12.28649,
 1999-Aug-22 00:00, , ,   253.22807,   12.22123,
 1999-Sep-01 00:00, , ,   253.21654,   12.15094,
 1999-Sep-11 00:00, , ,   253.22736,   12.07759,
 1999-Sep-21 00:00, , ,   253.26062,   12.00335,
 1999-Oct-01 00:00, , ,   253.31553,   11.93037,
 1999-Oct-11 00:00, , ,   253.39092,   11.86072,
 1999-Oct-21 00:00, , ,   253.48499,   11.79647,
 1999-Oct-31 00:00, , ,   253.59523,   11.73950,
 1999-Nov-10 00:00, , ,   253.71892,   11.69144,
 1999-Nov-20 00:00, , ,   253.85276,   11.65380,
 1999-Nov-30 00:00, , ,   253.99309,   11.62769,
 1999-Dec-10 00:00, , ,   254.13625,   11.61390,
 1999-Dec-20 00:00, , ,   254.27823,   11.61294,
 1999-Dec-30 00:00, , ,   254.41511,   11.62482,
 2000-Jan-09 00:00, , ,   254.54325,   11.64926,
 2000-Jan-19 00:00, , ,   254.65898,   11.68557,
 2000-Jan-29 00:00, , ,   254.75923,   11.73262,
 2000-Feb-08 00:00, , ,   254.84135,   11.78907,
 2000-Feb-18 00:00, , ,   254.90310,   11.85319,
 2000-Feb-28 00:00, , ,   254.94314,   11.92301,
 2000-Mar-09 00:00, , ,   254.96059,   11.99649,
 2000-Mar-19 00:00, , ,   254.95527,   12.07136,
 2000-Mar-29 00:00, , ,   254.92792,   12.14538,
 2000-Apr-08 00:00, , ,   254.87968,   12.21638,
 2000-Apr-18 00:00, , ,   254.81244,   12.28219,
 2000-Apr-28 00:00, , ,   254.72874,   12.34093,
 2000-May-08 00:00, , ,   254.63135,   12.39093,
 2000-May-18 00:00, , ,   254.52367,   12.43070,
 2000-May-28 00:00, , ,   254.40925,   12.45924,
 2000-Jun-07 00:00, , ,   254.29170,   12.47576,
 2000-Jun-17 00:00, , ,   254.17494,   12.47985,
 2000-Jun-27 00:00, , ,   254.06258,   12.47156,
 2000-Jul-07 00:00, , ,   253.95813,   12.45116,
 2000-Jul-17 00:00, , ,   253.86499,   12.41935,
 2000-Jul-27 00:00, , ,   253.78596,   12.37717,
 2000-Aug-06 00:00, , ,   253.72358,   12.32583,
 2000-Aug-16 00:00, , ,   253.67996,   12.26691,
 2000-Aug-26 00:00, , ,   253.65645,   12.20214,
 2000-Sep-05 00:00, , ,   253.65409,   12.13335,
 2000-Sep-15 00:00, , ,   253.67319,   12.06262,
 2000-Sep-25 00:00, , ,   253.71339,   11.99194,
 2000-Oct-05 00:00, , ,   253.77397,   11.92334,
 2000-Oct-15 00:00, , ,   253.85341,   11.85888,
