,source_id,g_abs,bp_rp,parallax,ra,dec,dist
0,149730638774998016,8.838865581358881,2.2317867,12.107674,65.97721522102646,25.620079460963606,82.59224928905712
2,61129964583685760,12.583470658783371,3.4587326,10.772849,50.31709942182965,20.753924113193154,92.82595461055718
3,58351739218116736,7.272905011813247,1.550478,14.835154,52.594260839088534,20.81143843882067,67.40745854950691
4,145226970426193280,11.00605026386433,3.2254057,20.723091,68.80537744580039,22.988809423385064,48.255349259650465
5,145227760700173568,5.432685436301396,0.9461355,22.218586,68.82173637148654,23.044882719940937,45.00736461984775
6,3382804516797089792,11.987828167544414,2.9909487,11.24605,100.31583941726407,23.80817453595456,88.92011066846965
7,3368265399663348352,9.799637416985655,2.274043,11.413252,106.97001043148798,23.182393715629313,87.61744775211733
8,611300255698301824,15.360101328296379,0.8682709,8.605026,136.02589402731851,17.47152510298498,116.21115049677358
9,611300328712811392,10.409231916546718,2.8587742,17.00332,136.0656105245083,17.479170573818053,58.81204136522889
10,611303760391626496,13.370200820725316,3.6913319,10.235172,136.2403462693821,17.525832257664533,97.7023125211277
11,660949807058832256,2.5993194002214715,0.5345597,15.283525,131.37280590499245,18.817496389983013,65.42992990488294
12,660950558679219328,10.168927936792112,2.4082775,15.302572,131.3706006535534,18.818620996372864,65.34849067457066
13,664006586822225664,11.887776620379547,1.8646488,16.250538,125.8628242708009,20.32898515267962,61.53642469297398
14,661035564669520384,12.085285256448342,3.1522007,11.433096,130.76570131826497,19.203757434753832,87.46537297920419
15,3870184928662682752,14.49768603631162,3.931446,13.096136,159.48433680909397,10.119426130331698,76.35840013329164
16,3817272482059636224,10.152659860970425,2.831788,11.652807,169.13835117050849,6.567335335717445,85.81623121120852
17,3891690074728381440,9.13568815834439,2.2054634,10.570692,181.5821983156938,1.581433581040298,94.60118543790453
18,3705719227761753216,5.9458049143903775,1.0757389,10.884566,191.5130187188658,4.868905637632821,91.87320576573198
19,3708841114934118784,8.219873671509722,2.097004,10.989239,191.08515748039125,5.688499965871553,90.99811404131475
20,3709177672867458176,12.790211375611339,3.40586,19.481031,191.4527137236382,6.448544807604115,51.33198435704459
21,3708993092352998144,9.650684072115878,2.3913822,12.475907,191.85603713780833,6.455218564167956,80.15449088311617
22,3709300749450206208,6.73635449904657,1.4023829,20.121243,192.35465756674165,6.291956696755612,49.69872008884738
23,3723406040525056128,11.123284002908658,2.8117237,19.885015,209.78106090563904,8.93181370893414,50.2891235171539
24,1159647530767444352,11.195895071467472,3.0087776,13.770852,222.04398092886365,6.732075217717742,72.61714769298851
25,1174910745025793152,9.575014423797736,2.5976524,29.194805,222.1366329990692,10.115477449160027,34.25266909727027
26,1177867537951097472,12.819401047539131,3.453433,17.688128,220.41037599891314,10.539809432345074,56.535096719498306
27,1173462065441986560,14.948483600517005,2.639349,9.620491,222.9012025025164,8.790131452133782,103.94479835873295
28,1173463100529021184,2.3415742595976106,1.1632891,10.037178,222.98205270324644,8.825180419393108,99.62959669137796
