,source_id,g_abs,bp_rp,parallax,ra,dec,dist
29,1161526798003788800,17.045074380591988,2.3713531,17.876383,225.60853201786935,8.072691082975195,55.93972839109156
30,1160785903259383040,10.015019101942615,2.4298773,10.183099,226.30061637995462,8.001444681052497,98.20193443320893
31,1160786002043634688,5.5933864396974595,1.0070686,10.092628,226.2951496615625,8.010679265241444,99.08222586143081
32,1168793852603113600,6.357228139765743,1.181736,15.2541065,230.67652726503104,10.390662278891938,65.55611753356811
33,1167176913379202304,8.525016210147895,2.01021,12.040679,230.16795089020698,9.454307080636736,83.05179482236322
34,1164158552098479616,4.601606100218696,0.7928343,9.868258,230.73033185916805,9.234692738042256,101.33500276730328
35,1165349632429487232,11.567598933668947,2.9885435,19.577074,232.3119921781333,8.913523319342305,51.08015617654868
36,1164898901381209984,9.238573950602007,2.3957367,15.184946,235.58435734137032,9.298179136532527,65.8546955673613
37,1164899348057808896,9.026822155195365,2.101945,10.857008,235.6161325064595,9.326567320289136,92.10640738315719
38,1189346748583631104,3.9568521690033087,0.73911476,10.399171,235.75252503410488,11.018406537522186,96.16151248665552
39,1189346748582562816,12.260832669273821,2.5661669,10.574005,235.7522010233153,11.020540507414028,94.57154483980733
40,1189346989101800448,10.414898762511053,2.475565,10.437847,235.75080780751048,11.030262950256924,95.80519687934336
41,1190185882113775744,7.730830442042148,1.737915,10.27317,234.9093507707426,11.60406632760185,97.34093314271922
42,1165182506661911296,9.881890905293117,2.3283958,13.873532,234.94153310203046,9.97216131700839,72.0796967001715
43,1164941331362671360,14.245071894887284,3.7186928,11.409904,235.8158617304228,9.65974834962709,87.64315997014748
44,4455560388102947584,9.213336304489465,2.4470901,10.732661,236.37035118072677,9.573268894608704,93.17353608415702
45,4456015517198088960,8.352254167459769,1.9739971,10.247008,239.72453698027388,11.083497573654833,97.5894591292673
46,1189694572217087616,9.898633917517948,2.4754677,12.2876425,238.67377488490214,11.89377968602235,81.38257617062699
47,1189750406791860224,6.234550652191926,1.2382088,10.300028,237.84400821427613,12.13387871065918,97.08711615406965
48,1189606439488940544,8.82861037608832,2.298542,11.16131,237.07283623468513,11.406277510919548,89.59521619292447
49,1189606473848678784,9.907044975591122,2.4124508,11.016915,237.0735842190032,11.406360273135547,90.76950950708154
50,4456054652939762560,11.947372099798828,3.0976572,11.347592,238.19074454880428,10.533872053991127,88.12442047790817
51,4456798781792997888,4.658389586750754,0.7587943,29.60316,242.3604944507556,11.574901242468474,33.780176542348734
52,4456869872091710720,9.558444218606198,2.3116312,11.170516,241.9699474636283,11.886538643590217,89.52137920377423
53,4457688286699977344,8.560529130451105,1.8873367,21.724262,241.26807094262568,12.224719695904367,46.03148263748961
54,4457680521399059200,3.7862596762728966,0.73132324,10.774381,240.74251944143938,12.169304049466135,92.81275920521215
55,4457681483471741696,12.703656443143911,4.0302134,11.819754,240.7407512489023,12.214293716966365,84.60413219072916
56,4457445328989960960,9.252063992270152,2.4098272,12.638421,240.52496739541533,11.057793371770895,79.12380789965852
57,4453922631173730560,7.780375426362591,1.7336206,10.629866,244.73724198737074,10.941024824165321,94.07456625213457
58,4457320809298352896,10.815264276865914,2.9069986,14.529301,243.05736188007052,12.367840708675285,68.82643709818053
59,4457179315895707776,2.1432936882936247,0.49136734,10.868263,242.36648324697612,11.747955562148201,92.01102121759885
60,4453810377908040320,10.064336670955218,2.45885,14.08647,243.92365693268286,10.673133814770017,70.99010787141654
61,4453678264714729344,6.159098037582108,1.18015,14.4335375,245.68477110722418,10.65498439654147,69.28308470206237
62,4453676787245969920,11.336799553338139,2.95782,15.084359,245.77723655137012,10.677338665421273,66.29383381792499
63,4459959980802483072,11.21327785377679,2.8083124,16.308886,246.53272880006236,12.405575132279598,61.316268082309996
64,4460017017967923712,12.743114723957865,3.3377075,16.013706,245.8937395550723,11.990486593509717,62.446505952861635
65,4459181835808722560,12.915780718987058,3.5114832,19.800293,249.14594989524912,11.361958664234013,50.50430322310177
66,4459555738480632320,13.018377123721656,3.4562435,18.754751,248.8691908242402,12.2111569355853,53.31982221708753
67,4460288666059348224,4.928677050823639,0.8842368,20.83461,247.90408937140487,12.421793142791323,47.99705877398626
68,4459028247777139072,11.301516231529774,2.7105818,11.874534,247.88388809227203,11.328891323755851,84.21383350288656
69,4447287215942318976,15.831862270730978,2.7691536,12.6724,250.17939892482227,11.604532784255394,78.91164756104673
70,4447201144797273856,11.90212788766982,2.8281288,14.294157,250.65355747029383,11.234402401807683,69.9586549963939
71,4448835289654248192,13.607969917244986,3.613325,10.043206,250.8699409647027,12.207255969510133,99.56979659702034
72,4460837356725155456,1.2802300330851626,0.060156345,11.022802,250.2137711640959,12.395012693525594,90.72103154752027
73,4459368065591831040,11.00972186836748,3.088769,11.250576,249.37085051487372,12.208513509818735,88.88433785840637
74,4459368065591831936,8.89786557857662,2.2050629,11.2459135,249.3707867935262,12.210998238398997,88.9211889728757
77,4447022061837071744,11.71245448647727,-0.03250122,11.376969,250.97525510571614,11.313685084503868,87.89687045275636
78,4447282646097778048,7.662091553048919,1.7765007,27.071383,250.40501995129503,11.655301276724579,36.93937681852036
79,4448612299248106240,10.466217269578427,2.6879187,13.95383,252.60476988144126,11.877307186147714,71.6649132760206
80,4448741801105280768,11.886774362670144,3.0054932,15.496107,251.0631233690922,11.861420455782133,64.5323366348601
81,4447825564318909568,13.660424378385612,3.556858,10.369012,252.7696156789588,11.531034208001275,96.441204974258
82,4447840579524536704,10.855465672807405,2.8692236,20.276672,253.07048591485113,11.66864782756269,49.31775698121386
84,4447867173962332672,10.639223797306549,2.5233097,12.496406,253.14478769921197,11.983443829344708,80.02301076717998
85,4447867448840239744,11.143424460069113,2.751399,12.543945,253.13173145995287,11.993077095064029,79.71973530556637
86,4447795907569310976,7.954181476850989,1.9047375,14.691165,253.47989142442432,11.645505333429854,68.06812135150317
87,4448626932200095616,7.887031676093207,1.8671827,10.547106,252.7489279190311,12.018357381028137,94.81274010026907
90,4448158608965771776,9.303958715519263,2.3585777,17.053263,254.05416688620966,11.644615999741786,58.639805002247556
91,4448282823717198592,10.104597688427662,2.3089218,35.725338,253.85972056080007,12.436684370574355,27.991337702637523
93,4447967779275914496,11.491317002965499,2.9428968,24.048422,254.24702276548064,11.565531546768991,41.58277020556064
94,4448320791228424448,8.959882896946766,2.2906466,13.220402,254.4583773544823,12.448311988027099,75.64066643794568
96,4448040170948907648,12.63562414357732,3.5795002,9.787478,255.18633430017414,11.894199563438937,102.17136164530253
97,4448117690812864256,13.630725207477942,2.0943222,10.749955,255.27596701277946,12.201346761283064,93.02364368094982
98,4448327457017514368,12.015489102516458,2.9825077,11.549775,254.94598942665402,12.429802722167747,86.5817723114799
102,4544204042031997696,12.8122159636817,3.3656292,10.132921,255.58657381825503,12.414881506251824,98.68822409647761
103,4544204046325901184,4.4682170736843005,0.750638,10.282347,255.589113756241,12.414015761011793,97.25406336702646
106,4448119855478628352,12.680575698909077,3.298151,14.382125,255.09448590582733,12.192850514544654,69.53075480126951
108,4448094699855219328,13.604464405835282,3.5788918,9.638159,255.08325751598784,12.080508813036921,103.75425648567999
